月份,固定资产投资完成额_累计值,固定资产投资完成额_累计增长,建筑安装工程固定资产投资完成额_累计值,建筑安装工程固定资产投资完成额_累计增长,设备工器具购置固定资产投资完成额_累计值,设备工器具购置固定资产投资完成额_累计增长,其他费用固定资产投资完成额_累计值,其他费用固定资产投资完成额_累计增长,地区
201111,14729.4064,24.8,9474.3965,26.6,3439.6854,30.1,1815.3245,8.2,河北省
201112,15795.2211,24.1,10115.6822,25.6,3732.3392,30.2,1947.1997,7.6,河北省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201202,498.286,25.6,342.3251,24.1,101.6752,18.5,54.2857,55.6,河北省
201203,2186.7618,23.2,1467.3478,23.4,474.5622,24.9,244.8518,18.9,河北省
201204,3769.2283,22.2,2516.5129,21.2,839.5072,28.6,413.2082,10.9,河北省
201205,5672.2742,21.5,3724.3238,21.0,1293.6449,29.6,654.3055,8.0,河北省
201206,7955.076,22.5,5209.7118,23.6,1842.1094,31.0,903.2548,4.0,河北省
201207,9953.764,22.0,6542.9288,22.9,2305.3432,29.1,1105.492,4.0,河北省
201208,11933.1316,21.4,7836.283,21.8,2764.2044,27.3,1332.6442,7.4,河北省
201209,13944.7302,21.4,9176.3248,22.7,3230.1838,24.7,1538.2216,7.3,河北省
201210,16016.6555,21.4,10556.6012,23.6,3715.7951,22.9,1744.2592,6.6,河北省
201211,17857.0139,21.2,11729.1346,23.8,4193.9554,21.9,1933.9239,6.5,河北省
201212,19104.6297,21.1,12496.519,23.7,4560.2358,22.2,2047.8749,5.3,河北省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201302,606.4403,21.7,418.0607,22.1,143.2239,40.9,45.1557,-16.8,河北省
201303,2651.7343,21.3,1778.6653,21.2,656.9554,38.4,216.1136,-11.7,河北省
201304,4521.285,20.4,3000.4143,19.2,1102.5504,31.3,418.3203,1.2,河北省
201305,6811.8323,20.1,4501.3966,20.9,1649.7219,27.5,660.7138,1.0,河北省
201306,9522.1822,19.7,6336.0565,21.6,2235.4126,21.4,950.7131,5.3,河北省
201307,11780.6132,18.4,7818.9319,19.5,2766.5908,20.0,1195.0905,8.1,河北省
201308,14155.4994,18.6,9379.7339,19.7,3323.0353,20.2,1452.7302,9.0,河北省
201309,16571.1679,18.8,10931.2607,19.1,3887.5223,20.3,1752.3849,13.9,河北省
201310,18972.5037,18.5,12502.084,18.4,4435.2341,19.4,2035.1856,16.7,河北省
201311,21163.355,18.5,13899.3958,18.5,4909.3913,17.1,2354.5679,21.8,河北省
201312,22629.7693,18.5,14761.8668,18.2,5322.472,16.3,2545.4305,24.5,河北省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201402,719.5407,18.6,494.1529,18.2,140.9233,-1.6,84.4645,87.1,河北省
201403,3051.5703,15.1,2086.4059,17.3,642.5872,-2.2,322.5772,49.3,河北省
201404,5138.7389,13.7,3446.1237,14.9,1091.918,-1.0,600.6972,43.6,河北省
201405,7701.551,13.1,5091.3408,13.1,1656.4502,0.4,953.76,44.4,河北省
201406,10971.13,15.2,7309.7227,15.4,2342.7859,4.8,1318.6214,38.7,河北省
201407,13603.8721,15.5,9072.2096,16.0,2942.0743,6.3,1589.5882,33.0,河北省
201408,16401.3165,15.9,10922.3348,16.4,3552.2166,6.9,1926.7651,32.6,河北省
201409,19242.5548,16.1,12771.5552,16.8,4209.4752,8.3,2261.5244,29.1,河北省
201410,22008.1495,16.0,14623.9982,17.0,4799.9355,8.2,2584.2158,27.0,河北省
201411,24413.4168,15.4,16197.0261,16.5,5337.5272,8.7,2878.8635,22.3,河北省
201412,26147.1985,15.5,17277.7361,16.9,5788.4788,9.0,3080.9836,21.1,河北省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201502,828.6763,15.2,572.418,15.8,162.3809,15.2,93.8774,11.1,河北省
201503,3483.5817,14.2,2370.1413,13.6,756.6168,17.7,356.8236,10.6,河北省
201504,5877.725,14.4,3932.4537,14.1,1296.615,18.7,648.6563,8.0,河北省
201505,8782.2882,14.0,5913.6033,16.2,1912.2044,15.4,956.4805,0.3,河北省
201506,12403.7727,13.1,8356.7686,14.3,2680.2866,14.4,1366.7175,3.6,河北省
201507,15367.6792,13.0,10356.1267,14.2,3336.6239,13.4,1674.9286,5.4,河北省
201508,18394.6365,12.2,12428.6857,13.8,3952.8235,11.3,2013.1273,4.5,河北省
201509,21499.2569,11.7,14571.6704,14.1,4601.8536,9.3,2325.7329,2.8,河北省
201510,24419.2632,11.0,16571.3216,13.3,5246.909,9.3,2601.0326,0.7,河北省
201511,27001.3394,10.6,18327.0974,13.2,5802.645,8.7,2871.597,-0.3,河北省
201512,28905.7383,10.6,19595.9546,13.4,6221.5541,7.5,3088.2296,0.2,河北省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201602,912.259,10.1,674.1118,17.8,143.745,-11.5,94.4022,0.6,河北省
201603,3864.227,10.9,2770.8269,16.9,732.0413,-3.2,361.3588,1.3,河北省
201604,6525.6287,11.0,4612.938,17.3,1266.1209,-2.4,646.5698,-0.3,河北省
201605,9745.3499,11.0,6849.2456,15.8,1911.1552,-0.1,984.9491,3.0,河北省
201606,13784.5025,11.1,9688.0261,15.9,2744.3736,2.4,1352.1028,-1.1,河北省
201607,16820.4019,9.5,11787.3378,13.8,3372.3307,1.1,1660.7334,-0.8,河北省
201608,20110.2204,9.3,14124.1499,13.6,3996.9474,1.1,1989.1231,-1.2,河北省
201609,23593.0976999999,9.7,16593.6826,13.9,4676.4647,1.6,2322.9504,-0.1,河北省
201610,26778.1421,9.7,18837.9614,13.7,5316.5782,1.3,2623.6025,0.9,河北省
201611,29425.0111,9.0,20706.8435,13.0,5879.8872,1.3,2838.2804,-1.2,河北省
201612,31340.0673,8.4,22029.5015,12.4,6294.9291,1.2,3015.6367,-2.4,河北省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201702,1004.5822,10.1,762.9223,13.2,167.4772,16.5,74.1827,-21.4,河北省
201703,4189.913,8.4,3114.0141,12.4,763.8286,4.3,312.0703,-13.6,河北省
201704,6999.1558,7.3,5172.5854,12.1,1288.5709,1.8,537.9995,-16.8,河北省
201705,10416.2451,6.9,7688.4955,12.3,1915.3231,0.2,812.4265,-17.5,河北省
201706,14722.7734,6.8,10867.5186,12.2,2718.0665,-1.0,1137.1883,-15.9,河北省
201707,17861.1638,6.2,13128.6676,11.4,3350.1598,-0.7,1382.3364,-16.8,河北省
201708,21080.6794,4.8,15384.8842,8.9,4009.2521,0.3,1686.5431,-15.2,河北省
201709,24787.9317,5.1,18001.1051,8.5,4771.0911,2.0,2015.7355,-13.2,河北省
201710,28167.6612,5.2,20386.3656,8.2,5474.4707,3.0,2306.8249,-12.1,河北省
201711,30961.9379,5.2,22377.5757,8.1,6040.6861,2.7,2543.6761,-10.4,河北省
201712,33012.2314,5.3,23804.6586,8.1,6483.7318,3.0,2723.841,-9.7,河北省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,河北省
201802,0.0,6.0,0.0,6.4,0.0,4.0,0.0,6.2,河北省
201803,0.0,6.0,0.0,4.8,0.0,9.6,0.0,8.9,河北省
201804,0.0,5.0,0.0,2.8,0.0,9.4,0.0,16.3,河北省
201805,0.0,5.0,0.0,2.5,0.0,10.2,0.0,17.3,河北省
201806,0.0,5.2,0.0,2.8,0.0,11.6,0.0,13.7,河北省
201807,0.0,5.3,0.0,3.2,0.0,11.9,0.0,10.9,河北省
201808,0.0,5.6,0.0,4.1,0.0,12.0,0.0,6.2,河北省
201809,0.0,5.9,0.0,4.7,0.0,9.9,0.0,8.5,河北省
201810,0.0,5.9,0.0,4.7,0.0,9.3,0.0,9.0,河北省
201811,0.0,5.9,0.0,4.3,0.0,12.1,0.0,6.9,河北省
201812,0.0,6.0,0.0,4.5,0.0,10.8,0.0,8.9,河北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200802,45.8193,38.8,20.3061,20.9,15.8452,15.1,9.668,294.9,山西省
200803,232.6057,30.4,129.7096,30.0,70.0104,20.1,32.8857,62.2,山西省
200804,431.8173,28.1,253.7614,27.3,124.5929,28.2,53.463,31.7,山西省
200805,665.1507,27.2,409.8353,32.6,180.6052,17.2,74.7102,24.8,山西省
200806,1035.2854,26.6,637.4199,33.6,276.7351,12.1,121.1304,29.1,山西省
200807,1326.4277,27.3,827.9194,32.2,352.362,15.9,146.1463,30.2,山西省
200808,1578.5955,28.0,1004.5412,32.2,403.4294,17.6,170.6249,31.1,山西省
200809,1875.4716,27.8,1195.7907,30.5,478.4447,19.5,201.2362,34.1,山西省
200810,2161.0767,26.7,1390.9801,29.4,537.4577,16.9,232.6389,35.8,山西省
200811,2505.2115,25.7,1597.609,27.9,629.3789,16.1,278.2236,38.1,山西省
200812,3194.5062,22.9,2002.4251,24.9,828.2686,16.4,363.8125,27.3,山西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
200902,60.52,32.1,28.6,40.8,13.21,-16.7,18.71,93.6,山西省
200903,281.3209,20.9,162.2405,25.1,66.097,-5.6,52.9834,61.1,山西省
200904,518.3705,20.0,309.6628,22.0,121.528,-2.5,87.1797,63.1,山西省
200905,847.3002,27.4,512.3275,25.0,198.8914,10.1,136.0813,82.1,山西省
200906,1411.3294,36.3,859.7911,34.9,316.7719,14.5,234.7664,93.8,山西省
200907,1821.6349,37.3,1134.6497,37.0,392.1762,11.3,294.809,101.7,山西省
200908,2225.3641,41.0,1404.2019,39.8,475.0272,17.7,346.135,102.9,山西省
200909,2658.1405,41.7,1705.3997,42.6,550.9825,15.2,401.7583,99.6,山西省
200910,3063.8015,41.8,1985.9553,42.8,628.8926,17.0,448.9536,93.0,山西省
200911,3553.8761,41.9,2286.9447,43.1,740.9059,17.7,526.0255,89.1,山西省
200912,4509.5569,41.2,2829.7972,41.4,999.4857,20.8,680.274,86.4,山西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201002,77.2876,27.7,49.5164,73.1,15.8456,20.0,11.9256,-36.3,山西省
201003,358.4697,27.4,209.3464,29.0,85.5593,29.4,63.564,20.0,山西省
201004,649.1945,25.2,401.7259,29.7,141.6496,16.6,105.819,21.4,山西省
201005,1034.3124,22.1,653.8551,27.6,216.9566,9.1,163.5007,20.1,山西省
201006,1746.4874,23.7,1098.0248,27.7,370.1929,16.9,278.2697,18.5,山西省
201007,2214.8792,21.6,1412.7861,24.5,460.0606,17.3,342.0325,16.0,山西省
201008,2698.8958,21.3,1758.1284,25.2,538.6043,13.4,402.1631,16.2,山西省
201009,3241.6271,22.0,2135.0543,25.2,631.5879,14.6,474.9849,18.2,山西省
201010,3788.5185,23.7,2521.4496,27.0,728.564,15.8,538.5049,19.9,山西省
201011,4424.208,24.5,2946.6103,28.8,860.5546,16.1,617.0431,17.3,山西省
201012,5526.6025,22.6,3599.7066,27.2,1132.9139,13.2,793.982,17.0,山西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201102,98.9593,26.6,70.1588,40.8,16.7681,3.6,12.0324,-1.2,山西省
201103,451.7086,25.1,283.3063,33.5,95.8703,11.7,72.532,14.7,山西省
201104,822.2618,25.2,527.0085,29.1,169.4011,18.3,125.8522,19.0,山西省
201105,1327.9979,26.0,879.9388,31.8,262.6139,18.0,185.4452,13.0,山西省
201106,2040.3559,28.2,1331.722,32.2,426.6707,30.5,281.9632,9.6,山西省
201107,2743.6578,30.3,1803.5182,33.8,571.2879,33.4,368.8517,11.9,山西省
201108,3471.6951,31.2,2268.0123,32.0,724.296,35.5,479.3868,21.9,山西省
201109,4239.4615,31.2,2789.4761,30.9,878.221,39.1,571.7644,22.0,山西省
201110,4991.4042,31.1,3308.6815,30.7,1024.7069,39.2,658.0158,22.0,山西省
201111,5711.2302,30.6,3800.4625,30.5,1163.589,36.7,747.1787,22.5,山西省
201112,6837.4147,29.8,4532.7443,32.0,1427.5447,32.4,877.1257,15.9,山西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201202,124.7789,26.1,89.8854,28.1,23.2232,38.5,11.6703,-3.0,山西省
201203,543.0159,20.2,360.7678,27.3,119.6615,24.8,62.5866,-13.7,山西省
201204,1006.3542,22.4,676.4826,28.4,203.7901,20.3,126.0815,0.2,山西省
201205,1625.1069,22.5,1116.3824,26.9,299.7642,14.1,208.9603,12.7,山西省
201206,2524.5757,23.9,1733.1015,30.1,463.2848,8.6,328.1894,16.4,山西省
201207,3436.9466,25.3,2365.9217,31.2,615.1408,7.7,455.8841,23.6,山西省
201208,4373.4661,26.0,3018.077,33.1,806.0864,11.3,549.3027,14.6,山西省
201209,5348.1363,26.2,3718.9986,33.3,980.0376,11.6,649.1001,13.5,山西省
201210,6321.7166,26.7,4422.9753,33.7,1155.1319,12.7,743.6094,13.0,山西省
201211,7257.3918,27.1,5066.5557,33.3,1349.6424,16.0,841.1937,12.6,山西省
201212,8584.8533,25.6,5930.7696,30.8,1652.7496,15.8,1001.3341,14.2,山西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201302,153.2169,22.8,97.4123,8.4,33.5666,44.5,22.238,90.6,山西省
201303,667.344,22.9,446.5479,23.8,139.3862,16.5,81.4099,30.1,山西省
201304,1247.446,24.0,855.0503,26.4,246.4766,20.9,145.9191,15.7,山西省
201305,2015.2048,24.0,1424.042,27.6,357.0402,19.1,234.1226,12.0,山西省
201306,3154.1922,24.9,2261.5966,30.5,541.5509,16.9,351.0447,7.0,山西省
201307,4291.0819,24.9,3068.2447,29.7,740.8831,20.4,481.9541,5.7,山西省
201308,5478.0347,25.3,3921.6465,29.9,957.9683,18.8,598.4199,8.9,山西省
201309,6721.1684,25.7,4819.4305,29.6,1182.8785,20.7,718.8594,10.7,山西省
201310,7943.8981,25.7,5704.9001,29.0,1403.8363,21.5,835.1617,12.3,山西省
201311,9111.9086,25.6,6533.2174,28.9,1616.2588,19.8,962.4324,14.4,山西省
201312,10745.345,25.2,7637.9804,28.7,1957.7901,18.6,1149.5745,14.9,山西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201402,187.4019,22.3,123.1912,26.5,41.3864,23.3,22.8243,2.6,山西省
201403,794.199,19.0,541.486,21.3,162.5399,16.6,90.1731,10.8,山西省
201404,1427.0202,14.4,987.7412,15.5,281.2522,14.1,158.0268,8.3,山西省
201405,2392.981,16.9,1678.0433,15.5,448.1232,25.5,266.8145,14.0,山西省
201406,3732.6222,18.3,2670.1726,18.1,685.7687,26.6,376.6809,7.3,山西省
201407,5070.3321,18.2,3623.4595,18.1,929.0232,25.4,517.8494,7.4,山西省
201408,6477.7339,18.2,4644.5936,18.4,1179.212,23.1,653.9283,9.3,山西省
201409,7912.1992,17.7,5725.4358,18.8,1432.7753,21.1,753.9881,4.9,山西省
201410,9163.0809,15.3,6618.7481,16.0,1674.8507,19.3,869.4821,4.1,山西省
201411,10405.0754,14.2,7482.5125,14.5,1928.0969,19.3,994.466,3.3,山西省
201412,11976.956,11.5,8538.0857,12.1,2246.9476,14.8,1191.9227,1.8,山西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201502,202.63,8.1,147.7303,19.9,39.652,-4.2,15.2477,-33.2,山西省
201503,860.3839,8.3,612.0146,13.0,172.0048,5.8,76.3645,-15.3,山西省
201504,1545.288,8.3,1119.1239,13.3,274.7524,-2.3,151.4117,-4.2,山西省
201505,2660.8077,11.2,1942.2101,15.7,438.3526,-2.2,280.245,5.0,山西省
201506,4211.7121,12.8,3082.0082,15.4,686.3116,0.1,443.3923,17.7,山西省
201507,5727.0078,13.0,4204.6362,16.0,933.527,0.5,588.8446,13.7,山西省
201508,7331.6095,13.2,5419.3877,16.7,1171.1465,-0.7,741.0753,13.3,山西省
201509,8982.9909,13.5,6665.2298,16.4,1434.6046,0.1,883.1565,17.1,山西省
201510,10468.1286,14.2,7779.757,17.5,1675.1859,0.0,1013.1857,16.5,山西省
201511,11932.3497,14.7,8878.2468,18.7,1904.0016,-1.2,1150.1013,15.7,山西省
201512,13744.5907,14.8,10105.9747,18.2,2275.1578,1.2,1363.4582,12.8,山西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201602,237.3365,17.1,169.5157,14.7,40.0667,1.0,27.7541,82.0,山西省
201603,972.6562,13.0,693.1262,13.3,173.9927,1.2,105.5373,38.2,山西省
201604,1750.3043,13.3,1277.7911,14.2,299.2397,8.9,173.2735,14.4,山西省
201605,2955.8105,11.1,2174.5987,12.0,467.9747,6.8,313.2371,11.8,山西省
201606,4658.0951,10.6,3446.1941,11.8,716.4467,4.4,495.4543,11.7,山西省
201607,6339.6807,10.7,4671.1659,11.1,975.6162,4.5,692.8986,17.7,山西省
201608,8066.9962,10.0,6009.6305,10.9,1198.5623,2.3,858.8034,15.9,山西省
201609,9799.9922,9.1,7342.0432,10.2,1424.5216,-0.7,1033.4274,17.0,山西省
201610,11335.7869,8.3,8497.7598,9.2,1690.2027,0.9,1147.8244,13.3,山西省
201611,12746.0985,6.8,9583.6889,7.9,1922.1731,1.0,1240.2365,7.8,山西省
201612,13859.351,0.8,10377.68,2.7,2116.9672,-7.0,1364.7038,0.1,山西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201702,192.2838,4.1,138.9443,3.1,30.304,1.4,23.0355,6.1,山西省
201703,694.7228,4.1,502.5766,5.7,103.188,-13.5,88.9582,22.9,山西省
201704,1259.3901,4.7,923.4585,5.2,185.675,-12.8,150.2566,10.9,山西省
201705,2038.1904,4.5,1469.9002,2.4,325.1007,5.3,243.1895,17.6,山西省
201706,3249.6339,5.1,2329.1777,1.8,533.7592,12.2,386.697,17.5,山西省
201707,3894.6172,5.0,2800.0981,2.5,617.5094,8.2,477.0097,17.7,山西省
201708,4256.417,5.0,3068.8807,1.6,666.9697,10.8,520.5666,20.7,山西省
201709,4669.7739,5.3,3386.0263,4.5,718.6207,5.1,565.1269,9.4,山西省
201710,5049.9854,5.8,3680.793,5.9,765.8189,6.4,603.3735,5.1,山西省
201711,5390.8892,6.1,3933.2741,5.8,821.9358,7.3,635.6793,6.8,山西省
201712,5722.1585,6.3,4167.9788,6.5,870.6898,5.9,683.4899,6.6,山西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,山西省
201802,0.0,-3.7,0.0,-1.5,0.0,-14.5,0.0,-2.9,山西省
201803,0.0,-9.7,0.0,-14.1,0.0,-9.5,0.0,15.2,山西省
201804,0.0,-11.2,0.0,-14.7,0.0,-9.5,0.0,8.2,山西省
201805,0.0,-15.0,0.0,-17.6,0.0,-18.7,0.0,5.5,山西省
201806,0.0,-19.5,0.0,-21.3,0.0,-27.5,0.0,2.4,山西省
201807,0.0,-16.5,0.0,-17.7,0.0,-22.0,0.0,-2.4,山西省
201808,0.0,-9.1,0.0,-10.3,0.0,-15.8,0.0,6.4,山西省
201809,0.0,-1.6,0.0,-3.4,0.0,-7.0,0.0,15.4,山西省
201810,0.0,2.1,0.0,0.8,0.0,-3.5,0.0,16.8,山西省
201811,0.0,4.2,0.0,3.7,0.0,-2.9,0.0,16.8,山西省
201812,0.0,5.7,0.0,5.3,0.0,-1.0,0.0,17.1,山西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200802,22.8299,3.3,13.0142,36.0,8.1872,-24.8,1.6285,-1.3,内蒙古自治区
200803,196.4135,27.6,103.4932,31.9,78.7887,48.5,14.1316,-37.0,内蒙古自治区
200804,546.593,22.2,323.7478,15.2,167.3041,52.6,55.5411,-1.9,内蒙古自治区
200805,1077.849,19.1,692.8981,14.9,262.6509,34.3,122.3,14.8,内蒙古自治区
200806,2052.003,26.7,1320.8564,19.4,501.8911,51.5,229.2555,25.4,内蒙古自治区
200807,2808.8251,24.6,1846.0456,18.3,658.5089,41.8,304.2706,32.3,内蒙古自治区
200808,3564.2698,27.1,2386.6492,19.9,799.4517,45.0,378.1689,44.6,内蒙古自治区
200809,4313.226,30.3,2926.3243,22.5,955.7182,51.7,431.1835,47.5,内蒙古自治区
200810,4876.2334,29.2,3309.7364,22.2,1089.2554,47.5,477.2416,45.8,内蒙古自治区
200811,5186.7881,27.0,3518.8795,21.1,1161.0177,40.4,506.8909,43.6,内蒙古自治区
200812,5320.593,25.0,3603.1138,19.9,1194.8496,37.0,522.6296,38.2,内蒙古自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
200902,35.59,55.9,21.04,61.6,11.31,38.2,3.24,99.1,内蒙古自治区
200903,289.7819,47.5,138.4439,33.8,118.629,50.6,32.709,131.5,内蒙古自治区
200904,855.9917,56.6,493.4593,52.4,268.3819,60.4,94.1505,69.5,内蒙古自治区
200905,1603.0883,48.7,1010.8237,45.9,418.3108,59.3,173.9538,42.2,内蒙古自治区
200906,2871.1306,39.9,1865.0838,41.2,704.9104,40.5,301.1364,31.4,内蒙古自治区
200907,3858.2988,37.4,2558.267,38.6,911.7556,38.5,388.2762,27.6,内蒙古自治区
200908,4810.4165,35.0,3231.9303,35.4,1112.0195,39.1,466.4667,23.3,内蒙古自治区
200909,5863.5653,35.9,3964.2308,35.5,1332.5103,39.4,566.8242,31.5,内蒙古自治区
200910,6672.1595,36.8,4534.8135,37.0,1500.1704,37.7,637.1756,33.5,内蒙古自治区
200911,7131.2109,37.5,4819.3004,37.0,1632.8267,40.6,679.0838,34.0,内蒙古自治区
200912,7144.3492,34.1,4828.1753,34.2,1634.9447,35.7,681.2292,29.9,内蒙古自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201002,47.9371,34.7,27.1577,29.1,15.6715,38.5,5.1079,57.5,内蒙古自治区
201003,368.131,27.0,192.5291,39.1,136.8066,15.3,38.7953,18.6,内蒙古自治区
201004,1057.9075,23.6,610.3794,23.7,319.6575,19.1,127.8706,35.8,内蒙古自治区
201005,1983.0594,23.7,1244.0955,23.1,524.6535,25.4,214.3104,23.2,内蒙古自治区
201006,3347.1339,16.6,2155.4399,15.6,829.0017,17.6,362.6923,20.4,内蒙古自治区
201007,4485.8398,16.3,2987.6541,16.8,1014.8769,11.3,483.3088,24.5,内蒙古自治区
201008,5561.7104,15.6,3738.2058,15.7,1249.3213,12.3,574.1833,23.1,内蒙古自治区
201009,6771.0603,15.5,4590.1926,15.8,1488.4608,11.7,692.4069,22.2,内蒙古自治区
201010,7739.6871,16.0,5229.932,15.3,1723.4376,14.9,786.3175,23.4,内蒙古自治区
201011,8433.6577,18.3,5658.7753,17.4,1939.0987,18.8,835.7837,23.1,内蒙古自治区
201012,8699.1584,21.8,5788.6907,19.3,2038.9505,26.9,871.5172,27.3,内蒙古自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201102,52.1821,8.9,22.4346,-17.4,22.0914,41.0,7.6561,49.9,内蒙古自治区
201103,437.978,20.5,228.5297,20.6,166.3427,23.6,43.1056,9.2,内蒙古自治区
201104,1256.1119,23.6,798.7413,35.6,349.311,15.5,108.0596,-13.6,内蒙古自治区
201105,2362.8276,26.7,1595.5122,35.8,555.0833,15.2,212.2321,1.7,内蒙古自治区
201106,4083.6067,27.6,2783.7033,35.3,959.2319,21.9,340.6715,-4.3,内蒙古自治区
201107,5306.3387,27.9,3700.1635,34.4,1187.9372,27.2,418.238,-9.2,内蒙古自治区
201108,6615.9792,28.6,4713.9145,36.9,1399.4346,21.0,502.6301,-7.9,内蒙古自治区
201109,7948.2951,28.5,5673.1364,36.1,1676.9757,23.2,598.183,-8.9,内蒙古自治区
201110,9199.574,28.5,6511.8694,35.4,2018.9216,26.2,668.783,-11.3,内蒙古自治区
201111,10012.5346,27.1,7059.4388,34.4,2242.0655,23.6,711.0303,-11.9,内蒙古自治区
201112,10291.6884,27.0,7260.3594,35.2,2316.9291,21.8,714.3999,-14.4,内蒙古自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201202,68.4707,31.2,22.3768,-0.3,41.7975,89.2,4.2964,-43.9,内蒙古自治区
201203,518.1923,18.3,285.1654,24.8,196.3629,18.0,36.664,-14.9,内蒙古自治区
201204,1439.572,14.6,888.5929,11.2,430.777,23.3,120.2021,11.2,内蒙古自治区
201205,2764.2052,17.0,1801.1291,12.9,733.6869,32.2,229.3892,8.1,内蒙古自治区
201206,4785.7403,17.2,3199.9212,15.0,1220.4469,27.2,365.3722,7.3,内蒙古自治区
201207,6269.1677,18.1,4295.6321,16.1,1536.2818,29.3,437.2538,4.5,内蒙古自治区
201208,7839.3826,18.5,5475.1982,16.1,1828.3984,30.7,535.786,6.6,内蒙古自治区
201209,9414.1438,18.4,6636.1407,17.0,2136.2314,27.4,641.7717,7.3,内蒙古自治区
201210,10923.4299,18.7,7722.6844,18.6,2459.0091,21.8,741.7364,10.9,内蒙古自治区
201211,11883.0375,18.8,8330.5548,18.0,2731.7584,21.8,820.7243,15.4,内蒙古自治区
201212,11732.2204,19.2,8219.4067,20.4,2696.3486,15.1,816.4651,12.2,内蒙古自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201302,81.9522,19.7,32.6681,46.0,46.6885,11.7,2.5956,-39.6,内蒙古自治区
201303,610.7618,18.5,320.3685,12.3,244.1756,24.3,46.2177,26.1,内蒙古自治区
201304,1665.9281,18.1,1012.9115,14.0,544.7046,26.4,108.312,-9.9,内蒙古自治区
201305,3189.2643,18.0,2088.7145,17.1,887.9976,21.0,212.5522,-7.3,内蒙古自治区
201306,5547.0134,18.2,3706.3609,17.8,1464.9966,20.0,375.6559,2.8,内蒙古自治区
201307,7295.6998,18.1,4984.8568,16.0,1846.0859,20.2,464.7571,6.3,内蒙古自治区
201308,9278.1856,18.4,6418.7301,17.2,2287.4144,25.1,572.0411,6.8,内蒙古自治区
201309,11208.3971,19.1,7748.4606,16.8,2757.2391,29.1,702.6974,9.5,内蒙古自治区
201310,13172.4249,19.2,9116.5378,18.0,3252.8535,32.3,803.0336,8.3,内蒙古自治区
201311,14308.3518,19.4,9832.9891,18.0,3603.3949,31.9,871.9678,6.2,内蒙古自治区
201312,14070.4977,18.6,9651.0933,18.3,3534.8826,28.2,884.5218,6.1,内蒙古自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
201402,100.3476,22.4,50.5244,54.7,46.9879,0.6,2.8353,9.2,内蒙古自治区
201403,700.9446,16.2,420.9466,31.4,240.2862,-1.6,39.7118,-14.1,内蒙古自治区
201404,1912.3286,14.8,1199.293,18.4,594.8154,9.2,118.2202,9.1,内蒙古自治区
201405,3905.0084,15.9,2532.2875,11.2,1121.4619,26.3,251.259,18.2,内蒙古自治区
201406,6436.7119,16.0,4272.954,15.3,1731.0206,18.2,432.7373,15.2,内蒙古自治区
201407,8769.5141,16.1,5878.8137,16.9,2336.4384,26.6,554.262,10.3,内蒙古自治区
201408,11304.8542,15.9,7628.6024,14.8,2974.0015,30.0,702.2503,22.8,内蒙古自治区
201409,14333.7906,15.8,9697.5605,15.2,3763.5445,24.2,872.6856,17.5,内蒙古自治区
201410,16372.5458,15.8,11077.6016,15.2,4321.2636,12.8,973.6806,11.3,内蒙古自治区
201411,17416.8399,15.8,11659.9308,15.1,4698.6171,24.4,1058.292,15.4,内蒙古自治区
201412,17431.0498,15.7,11671.3849,15.4,4698.6843,24.3,1060.9806,16.5,内蒙古自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,内蒙古自治区
