月份,办公楼施工面积_累计值,办公楼施工面积_累计增长,办公楼新开工施工面积_累计值,办公楼新开工施工面积_累计增长,办公楼竣工面积_累计值,办公楼竣工面积_累计增长,地区
201411,1066.2916,37.0,247.4813,7.3,93.2119,107.0,重庆市
201412,1072.2226,37.1,264.1668,9.5,115.0254,51.8,重庆市
201501,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201502,891.2439,28.0,5.4724,-69.2,16.49,0.0,重庆市
201503,898.9128,26.0,10.446,-46.1,20.8826,-35.6,重庆市
201504,960.7901,15.3,56.3653,37.9,45.8752,35.2,重庆市
201505,989.5637,15.8,75.3156,58.8,45.8852,14.5,重庆市
201506,1041.1934,20.3,100.9885,5.3,53.3508,14.9,重庆市
201507,1076.389,17.4,106.0424,-25.7,57.0231,21.6,重庆市
201508,1085.2589,12.8,114.5086,-32.3,74.8292,57.6,重庆市
201509,1127.4619,15.4,140.8229,-22.0,95.5468,101.1,重庆市
201510,1145.1973,10.0,146.4601,-37.1,122.6825,71.0,重庆市
201511,1143.5578,7.2,149.3511,-39.7,136.3961,46.3,重庆市
201512,1145.2869,6.8,157.4348,-40.4,195.7151,70.1,重庆市
201601,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201602,881.2031,-1.1,5.3427,-2.4,28.9451,75.5,重庆市
201603,884.9706,-1.6,26.3222,152.0,28.9851,38.8,重庆市
201604,894.9215,-6.9,38.4378,-31.8,32.2804,-29.6,重庆市
201605,917.9982,-7.2,59.7059,-20.7,32.8516,-28.4,重庆市
201606,925.5659,-11.1,60.8899,-39.7,37.2249,-30.2,重庆市
201607,926.7418,-13.9,62.6566,-40.9,40.3776,-29.2,重庆市
201608,954.0079,-12.1,89.9504,-21.4,49.4839,-33.9,重庆市
201609,983.0925,-12.8,119.035,-15.5,57.7686,-39.5,重庆市
201610,980.9817,-14.3,117.1091,-20.0,55.9752,-54.4,重庆市
201611,995.1213,-13.0,130.3736,-12.7,66.3929,-51.3,重庆市
201612,1020.1987,-10.9,160.7904,2.1,100.9667,-48.4,重庆市
201701,0.0,0.0,0.0,0.0,0.0,0.0,重庆市
201702,839.7961,-4.7,2.7257,-49.0,8.5756,-70.4,重庆市
201703,850.1985,-3.9,23.0215,-12.5,12.9737,-55.2,重庆市
201704,841.4094,-6.0,30.9217,-19.6,24.1361,-25.2,重庆市
201705,851.5874,-7.2,40.636,-31.9,31.6923,-3.5,重庆市
201706,863.8425,-6.7,61.6441,1.2,31.759,-14.7,重庆市
201707,869.6005,-6.2,71.1081,13.5,43.7521,8.4,重庆市
201708,877.2323,-8.0,78.7399,-12.5,43.4679,-12.2,重庆市
201709,896.3806,-8.8,87.5999,-26.4,55.7096,-3.6,重庆市
201710,902.1179,-8.0,87.1105,-25.6,76.6218,36.9,重庆市
