月份,商品住宅施工面积_累计值,商品住宅施工面积_累计增长,商品住宅新开工施工面积_累计值,商品住宅新开工施工面积_累计增长,商品住宅竣工面积_累计值,商品住宅竣工面积_累计增长,地区
201510,41092.0245,1.4,7417.2252,-15.5,4919.9937,3.4,江苏省
201511,41786.8686,1.9,8057.1754,-16.0,5636.6487,6.5,江苏省
201512,42315.9769,1.8,8819.9754,-15.0,7930.2123,9.2,江苏省
201601,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201602,33092.7451,-1.3,1384.6048,4.8,1265.4599,3.9,江苏省
201603,34888.5204,2.3,2499.5836,37.6,1913.8078,12.5,江苏省
201604,35925.5198,2.2,3499.1059,33.6,2377.197,22.8,江苏省
201605,37095.3597,2.5,4625.4119,36.0,2845.7769,16.6,江苏省
201606,37955.3214,1.9,5487.433,33.0,3312.3057,14.8,江苏省
201607,38810.1231,2.2,6315.911,32.8,3607.8083,7.9,江苏省
201608,39437.7328,1.7,6916.0784,28.0,4021.671,13.2,江苏省
201609,40272.5744,0.0,7733.3567,14.2,4427.2603,9.4,江苏省
201610,41275.8873,0.4,8782.4013,18.4,5244.5923,6.6,江苏省
201611,42200.8788,1.0,9683.7276,20.2,5691.1141,1.0,江苏省
201612,43002.9339,1.6,10534.3409,19.4,7602.6913,-4.1,江苏省
201701,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201702,34960.6186,5.6,1336.5913,-3.5,1501.3902,18.6,江苏省
201703,35507.9705,1.8,1950.3693,-22.0,2112.8733,10.4,江苏省
201704,36460.9616,1.5,2905.7805,-17.0,2394.9652,0.7,江苏省
201705,37660.6717,1.5,4043.4779,-12.6,2913.3056,2.4,江苏省
201706,38393.7223,1.2,4808.5973,-12.4,3509.5342,6.0,江苏省
201707,39293.9086,1.2,5690.2846,-9.9,3797.4953,5.3,江苏省
201708,40084.7512,1.6,6494.5436,-6.1,4048.1073,0.7,江苏省
201709,41064.0624,2.0,7506.1174,-2.9,4343.5552,-1.9,江苏省
201710,41784.9847,1.2,8232.3206,-6.3,4825.5968,-8.0,江苏省
201711,42849.8773,1.5,9305.0435,-3.9,5587.6896,-1.8,江苏省
201712,43554.5396,1.3,10263.8677,-2.6,7089.7973,-6.7,江苏省
201801,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201802,34960.9496,0.0,1511.1344,13.1,1139.2462,-24.1,江苏省
201803,36336.7562,2.3,2873.5062,47.3,1669.9326,-21.0,江苏省
201804,37622.4316,3.2,4100.4309,41.1,2048.7156,-14.5,江苏省
201805,38886.5793,3.3,5376.1519,33.0,2327.8333,-20.1,江苏省
201806,40067.1833,4.4,6556.8984,36.4,2721.4039,-22.5,江苏省
201807,41207.6348,4.9,7711.0162,35.5,3020.619,-20.5,江苏省
201808,42358.3575,5.7,8837.0645,36.1,3241.4803,-19.9,江苏省
201809,43247.4109,5.3,9730.3439,29.6,3547.9421,-18.3,江苏省
201810,44203.3886,5.8,10684.3294,29.8,3863.0669,-19.9,江苏省
201811,45398.4841,5.9,11851.1468,27.4,4396.6508,-21.3,江苏省
201812,46328.923,6.4,12902.2656,25.7,6360.0015,-10.3,江苏省
200801,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200802,9575.53,6.2,539.74,5.8,407.64,59.4,浙江省
200803,10342.78,3.8,837.95,0.2,601.15,63.8,浙江省
200804,10832.17,5.0,1122.38,7.9,757.59,66.2,浙江省
200805,11295.64,6.0,1526.56,24.9,890.54,58.0,浙江省
200806,11596.57,4.8,1766.04,17.8,1025.62,36.3,浙江省
200807,11926.66,5.7,2096.14,23.9,1181.18,23.4,浙江省
200808,12270.04,5.4,2403.39,20.4,1278.47,15.9,浙江省
200809,12593.23,5.3,2705.86,16.7,1493.56,18.9,浙江省
200810,12838.93,3.5,2901.27,8.6,1687.83,16.4,浙江省
200811,13072.32,2.0,3091.63,1.1,1934.82,14.8,浙江省
200812,13623.51,1.3,3578.31,-7.6,3059.1,0.2,浙江省
200901,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200902,8964.42,-6.4,484.71,-10.2,356.17,-12.6,浙江省
200903,10291.55,-0.5,710.29,-15.2,458.23,-23.8,浙江省
200904,10788.77,-0.4,884.65,-21.2,556.55,-26.5,浙江省
200905,11052.8,-2.1,1097.14,-28.1,659.27,-26.0,浙江省
200906,11467.45,-1.1,1422.4,-19.5,867.76,-15.4,浙江省
200907,11816.82,-0.9,1725.08,-17.7,1035.74,-12.3,浙江省
200908,12194.27,-0.6,2041.92,-15.0,1109.05,-13.3,浙江省
200909,12581.76,-0.1,2397.45,-11.4,1239.36,-17.0,浙江省
200910,12984.37,1.1,2684.67,-7.5,1361.95,-19.3,浙江省
200911,13477.4,3.1,3535.41,14.4,1583.47,-18.2,浙江省
200912,13946.54,1.9,3952.42,6.6,2670.91,-18.1,浙江省
201001,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201002,10963.21,22.3,714.8,47.5,296.38,-16.8,浙江省
201003,11621.28,12.9,1153.85,62.4,448.83,-2.1,浙江省
201004,12093.46,12.1,1576.54,78.2,566.29,1.8,浙江省
201005,12518.4,13.3,1952.39,78.0,741.69,12.5,浙江省
201006,12946.02,12.9,2345.29,64.9,919.56,6.0,浙江省
201007,13424.97,13.6,2703.66,56.7,1129.95,9.1,浙江省
201008,13924.59,14.2,3142.4,53.9,1262.81,13.9,浙江省
201009,14554.4,15.7,3794.52,58.3,1379.14,11.3,浙江省
201010,15090.2937,16.2,4271.6906,59.1,1603.9448,17.8,浙江省
201011,15633.7155,16.0,4790.5061,35.5,1830.1533,15.6,浙江省
201012,16149.9745,15.8,5240.2257,32.7,2756.4989,-1.0,浙江省
201101,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201102,14048.5947,28.1,1025.1206,43.4,325.2035,9.7,浙江省
201103,14968.5407,28.8,1895.4303,64.3,618.1974,37.7,浙江省
201104,15584.165,28.9,2525.8856,60.2,824.4955,45.6,浙江省
201105,16258.7928,29.9,3177.6586,62.8,970.4309,30.8,浙江省
201106,17012.6341,31.4,3866.924,64.9,1143.3621,24.3,浙江省
201107,17555.0741,30.8,4369.5643,61.6,1341.5773,18.7,浙江省
201108,17997.579,29.3,4790.9946,52.5,1440.7425,14.1,浙江省
201109,18369.7037,26.2,5158.9236,36.0,1580.81,14.6,浙江省
201110,18742.901,24.2,5516.502,29.1,1748.0906,9.0,浙江省
201111,19479.4444,24.6,6244.4321,30.4,1930.3826,5.5,浙江省
201112,20023.776,24.1,6674.4579,27.8,2986.62,6.7,浙江省
201201,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201202,16909.8071,20.4,671.9039,-34.5,367.747,13.1,浙江省
201203,17412.2435,16.3,1134.3321,-40.2,542.8495,-12.2,浙江省
201204,17718.1742,13.7,1445.3576,-42.8,613.23,-25.6,浙江省
201205,18284.1204,12.5,1931.9792,-39.2,743.8519,-23.3,浙江省
201206,18844.6983,10.8,2423.9354,-37.3,877.0334,-23.3,浙江省
201207,19217.6221,9.5,2696.8965,-38.3,1037.0958,-22.7,浙江省
201208,19863.8387,10.4,3267.2396,-31.8,1170.3417,-18.8,浙江省
201209,20345.8665,10.8,3758.2121,-27.2,1294.8976,-18.1,浙江省
201210,20843.4388,11.2,4215.756,-23.6,1528.8606,-12.5,浙江省
201211,21300.3724,9.3,4632.3278,-25.8,1773.0795,-8.1,浙江省
201212,21656.3846,10.0,4946.8346,-25.6,2917.264,-4.5,浙江省
201301,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201302,18758.4521,10.9,623.1634,-7.3,516.1124,40.3,浙江省
201303,19196.3902,10.2,1066.3383,-6.0,742.2355,36.7,浙江省
201304,19817.4089,11.8,1601.0082,10.8,890.3418,45.2,浙江省
201305,20144.9453,10.2,1925.8331,-0.3,1004.7805,35.1,浙江省
201306,20793.2779,10.3,2628.4322,8.4,1146.4589,30.7,浙江省
201307,21206.2024,10.3,3072.4987,13.9,1463.2482,41.1,浙江省
201308,21696.6268,9.2,3556.6099,8.9,1635.9894,39.8,浙江省
201309,22166.5076,8.9,4045.4316,7.6,1813.721,40.1,浙江省
201310,22465.5083,7.8,4333.1834,2.8,1956.2806,28.0,浙江省
201311,23053.5961,8.2,4967.974,7.2,2252.3131,27.0,浙江省
201312,23828.3084,10.0,5787.9849,17.0,3187.6188,9.3,浙江省
201401,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201402,20146.9368,7.4,328.8551,-47.2,690.2403,33.7,浙江省
201403,20758.1421,8.1,817.5929,-23.3,972.9902,31.1,浙江省
201404,21535.5609,8.7,1530.2556,-4.4,1144.5381,28.6,浙江省
201405,22060.7928,9.5,2010.809,4.4,1433.512,42.7,浙江省
201406,22691.7201,9.1,2582.2534,-1.8,1693.0481,47.7,浙江省
201407,23205.4482,9.4,3083.7861,0.4,2030.8817,38.8,浙江省
201408,23855.9587,10.0,3727.6729,4.8,2252.1973,37.7,浙江省
201409,24418.8649,10.2,4251.0998,5.1,2513.7066,38.6,浙江省
201410,24982.074,11.2,4783.5376,10.4,2759.1435,41.0,浙江省
201411,25487.887,10.6,5235.1802,5.4,2991.1887,32.8,浙江省
201412,25874.4942,8.6,5602.766,-3.2,4158.3005,30.5,浙江省
201501,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201502,21227.0472,5.4,381.6249,16.0,538.7494,-21.9,浙江省
201503,21521.3622,3.7,543.5977,-33.5,812.5267,-16.5,浙江省
201504,21910.4628,1.7,848.1633,-44.6,1002.7204,-12.4,浙江省
201505,22358.3114,1.3,1265.7664,-37.1,1129.4109,-21.2,浙江省
201506,22700.1841,0.0,1581.4624,-38.8,1329.8404,-21.5,浙江省
201507,23060.5664,-0.6,1863.177,-39.6,1492.922,-26.5,浙江省
201508,23298.5702,-2.3,2077.3307,-44.3,1631.6732,-27.6,浙江省
201509,23975.9592,-1.8,2610.6232,-38.6,1966.9956,-21.7,浙江省
201510,24334.2413,-2.6,2957.129,-38.2,2295.7614,-16.8,浙江省
201511,24780.7414,-2.8,3399.975,-35.1,2579.1389,-13.8,浙江省
201512,25117.1519,-2.9,3746.3088,-33.1,3938.0276,-5.3,浙江省
201601,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201602,20652.111,-2.7,387.1974,1.5,888.6739,65.0,浙江省
201603,20941.7371,-2.7,735.8176,35.4,1085.7813,33.6,浙江省
201604,21427.8984,-2.2,1192.1721,40.6,1299.7338,29.6,浙江省
201605,21724.1807,-2.8,1528.3663,20.7,1619.0371,43.4,浙江省
201606,22076.5812,-2.7,1893.6499,19.7,1903.0129,43.1,浙江省
201607,22443.7279,-2.7,2258.7116,21.2,2288.2149,53.3,浙江省
201608,22896.5283,-1.7,2662.1189,28.2,2493.7868,52.8,浙江省
201609,23329.2304,-2.7,3090.9335,18.4,2805.6696,42.6,浙江省
201610,23808.067,-2.2,3565.3836,20.6,3245.9266,41.4,浙江省
201611,24260.7458,-2.1,3990.8738,17.4,3800.7202,47.4,浙江省
201612,24709.3686,-1.6,4516.708,20.6,5091.9543,29.3,浙江省
201701,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201702,18761.3313,-9.2,510.9805,32.0,795.4062,-10.5,浙江省
201703,19301.972,-7.8,1115.4366,51.6,1054.4927,-2.9,浙江省
201704,19933.3122,-7.0,1759.1282,47.6,1306.2868,0.5,浙江省
201705,20703.1169,-4.7,2459.4316,60.9,1584.1161,-2.2,浙江省
201706,21534.2926,-2.5,3242.4998,71.2,1945.973,2.3,浙江省
201707,21931.0134,-2.3,3654.0355,61.8,2227.966,-2.6,浙江省
201708,22530.2075,-1.6,4262.2233,60.1,2475.7051,-0.7,浙江省
201709,23248.3299,-0.3,4981.0653,61.2,2753.6248,-1.9,浙江省
201710,23778.921,-0.1,5503.9016,54.4,2929.8244,-9.7,浙江省
201711,24380.3145,0.5,6093.8383,52.7,3251.569,-14.4,浙江省
201712,24760.0096,0.2,6653.6969,47.3,4338.9144,-14.8,浙江省
201801,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201802,19491.7143,3.9,539.0212,5.5,591.4129,-25.6,浙江省
201803,20021.8454,3.7,1112.0691,-0.3,843.9468,-20.0,浙江省
201804,20632.8366,3.5,1754.0225,-0.3,1042.2746,-20.2,浙江省
201805,21424.854,3.5,2547.355,3.6,1199.5888,-24.3,浙江省
201806,22321.1226,3.7,3459.0271,6.7,1354.2314,-30.4,浙江省
201807,23115.8014,5.4,4224.8885,15.6,1460.7021,-34.4,浙江省
201808,24015.4783,6.6,5114.8901,20.0,1596.1426,-35.5,浙江省
201809,24618.2542,5.9,5823.5556,16.9,1782.6935,-35.3,浙江省
201810,25506.1054,7.3,6658.1608,21.0,2069.4929,-29.4,浙江省
201811,26559.03,8.9,7697.3817,26.3,2277.5107,-30.0,浙江省
201812,27437.1605,10.8,8765.5634,31.7,3047.8371,-29.8,浙江省
200801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200802,4518.25,35.2,655.48,20.3,174.62,0.6,安徽省
200803,5517.02,26.9,1032.71,22.5,295.71,19.1,安徽省
200804,6187.74,30.1,1306.07,20.2,401.39,31.2,安徽省
200805,6635.21,31.5,1571.51,25.7,497.69,39.9,安徽省
200806,7026.68,30.7,1909.79,28.6,596.54,23.6,安徽省
200807,7331.07,34.3,2189.89,31.7,734.79,12.0,安徽省
200808,7712.78,32.2,2548.6,28.6,843.99,8.5,安徽省
200809,7988.12,29.1,2771.42,25.5,931.77,-3.4,安徽省
200810,8235.13,28.2,2949.71,23.9,1115.07,1.7,安徽省
200811,8459.85,26.3,3125.46,22.0,1205.91,-5.6,安徽省
200812,9195.97,25.3,3759.53,22.1,2002.49,-0.5,安徽省
200901,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200902,5589.98,23.7,649.1,-1.0,315.84,80.9,安徽省
200903,6943.27,25.9,968.96,-6.2,400.11,35.3,安徽省
200904,7438.91,20.2,1229.96,-5.8,447.03,11.4,安徽省
200905,7776.62,17.2,1479.68,-5.8,520.4,4.6,安徽省
200906,8371.1,19.1,1830.58,-4.1,700.33,17.4,安徽省
200907,8690.46,18.5,1983.61,-9.4,859.21,16.9,安徽省
200908,9058.55,17.4,2259.97,-11.3,971.71,15.1,安徽省
200909,9513.49,19.1,2622.97,-5.4,1084.67,16.4,安徽省
200910,9991.08,21.3,3048.45,3.3,1263.02,13.3,安徽省
200911,10293.55,21.7,3333.35,6.7,1429.77,18.6,安徽省
200912,11262.49,19.9,4218.04,13.0,2350.59,10.5,安徽省
201001,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201002,7498.62,34.1,863.95,33.1,208.95,-33.8,安徽省
201003,6939.85,0.0,1234.38,27.4,270.61,-32.4,安徽省
201004,8045.21,8.2,1676.2,36.3,436.61,-2.3,安徽省
201005,10025.72,28.9,2426.92,64.0,635.37,22.1,安徽省
201006,10604.28,26.7,2879.8,57.3,875.69,25.0,安徽省
201007,11121.29,28.0,3311.21,66.9,1026.15,19.4,安徽省
201008,11533.67,27.3,3658.94,61.9,1248.16,28.5,安徽省
201009,12089.76,27.1,4188.14,59.7,1374.19,26.7,安徽省
201010,12610.3909,26.2,4694.5489,54.0,1503.3782,19.0,安徽省
201011,13161.0071,27.9,5195.6013,55.9,1649.7723,15.4,安徽省
201012,13770.1978,22.0,5770.4637,36.9,2402.4193,2.2,安徽省
201101,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201102,8449.0333,12.7,1108.3625,28.3,326.3961,56.2,安徽省
201103,10095.0183,45.5,1684.2908,36.4,406.2333,50.1,安徽省
201104,11135.0817,38.4,2324.0104,38.6,521.6241,19.5,安徽省
201105,12093.9836,20.6,3061.0845,26.1,633.2491,-0.3,安徽省
201106,12951.1732,22.1,3951.7248,37.2,802.3598,-8.4,安徽省
201107,13494.7735,21.3,4370.4823,32.0,1006.6748,-1.9,安徽省
201108,14041.53,21.7,4835.9268,32.2,1158.8513,-7.2,安徽省
201109,14767.1373,22.1,5382.7104,28.5,1389.4275,1.1,安徽省
201110,15443.2774,22.5,5925.735,26.2,1557.3694,3.6,安徽省
201111,15780.9511,19.9,6203.7266,19.4,1758.3406,6.6,安徽省
201112,16058.404,16.0,6428.5215,10.9,2422.5775,0.6,安徽省
201201,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201202,12805.3777,51.6,1079.5374,-2.6,376.3576,15.3,安徽省
201203,13262.145,31.4,1566.2563,-7.0,605.5738,49.1,安徽省
201204,13696.6011,23.0,1920.0554,-17.4,778.3732,49.2,安徽省
201205,14455.1171,19.5,2346.7825,-23.3,887.7842,40.2,安徽省
201206,14930.1888,15.3,2637.1647,-33.3,1143.5573,42.5,安徽省
201207,15295.7437,13.3,2934.3707,-32.9,1328.0778,31.9,安徽省
201208,16393.447,16.7,3796.9466,-21.5,1540.8584,33.0,安徽省
201209,16630.8152,12.6,4089.757,-24.0,1690.5052,21.7,安徽省
201210,16983.5571,10.0,4438.7553,-25.1,1825.8546,17.2,安徽省
201211,17751.433,12.5,5128.1158,-17.3,2140.0791,21.7,安徽省
201212,18182.5819,13.4,5468.3862,-19.0,3123.148,8.2,安徽省
201301,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201302,14560.1158,13.7,1130.3171,4.7,503.5928,33.8,安徽省
201303,15119.6692,14.0,1569.3908,0.2,707.4956,16.8,安徽省
201304,16018.9382,17.0,2198.2578,14.5,830.3047,6.7,安徽省
201305,16651.365,15.2,2721.4931,16.0,1055.1742,18.9,安徽省
201306,17660.3638,18.3,3496.6663,32.6,1318.1343,15.3,安徽省
201307,18445.1126,20.6,4105.6259,39.9,1592.8573,19.9,安徽省
201308,18953.5877,15.6,4531.5194,19.3,1799.4674,16.8,安徽省
201309,19461.4778,17.0,5050.1243,23.5,2021.4018,19.6,安徽省
201310,19830.5266,16.8,5483.8151,23.5,2326.4439,27.4,安徽省
201311,21004.9792,18.3,6545.9764,27.6,2602.8886,21.6,安徽省
201312,21531.2267,18.4,7143.9862,30.6,3919.0002,25.5,安徽省
201401,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201402,16887.9809,16.0,965.5161,-14.6,546.4536,8.5,安徽省
201403,17380.7179,15.0,1348.0526,-14.1,707.0741,-0.1,安徽省
201404,18101.1888,13.0,1913.4113,-13.0,967.0817,16.5,安徽省
201405,18892.3659,13.5,2569.3572,-5.6,1220.5783,15.7,安徽省
201406,19778.1674,12.0,3204.8345,-8.3,1472.5294,11.7,安徽省
201407,20251.8164,9.8,3651.8223,-11.1,1713.8631,7.6,安徽省
201408,21056.4697,11.1,4295.6757,-5.2,1990.9917,10.6,安徽省
201409,21827.237,12.2,4690.7131,-7.1,2235.9504,10.6,安徽省
201410,22316.2268,12.5,5148.9084,-6.1,2380.3174,2.3,安徽省
201411,22728.2739,8.2,5521.1366,-15.7,2719.2575,4.5,安徽省
201412,23193.6804,7.7,5929.473,-17.0,3829.6022,-2.3,安徽省
201501,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201502,18155.7545,7.5,667.5576,-30.9,540.5719,-1.1,安徽省
201503,18633.3359,7.2,1073.6201,-20.4,709.5826,0.4,安徽省
201504,19010.6076,5.0,1364.3503,-28.7,852.9996,-11.8,安徽省
201505,19591.6247,3.7,1919.3675,-25.3,1137.5862,-6.8,安徽省
201506,20126.824,1.8,2391.6741,-25.4,1393.3685,-5.4,安徽省
201507,20649.0221,2.0,2884.8623,-21.0,1534.6264,-10.5,安徽省
201508,21213.2476,0.7,3398.3217,-20.9,1744.205,-12.4,安徽省
201509,22054.3094,1.0,4131.1273,-11.9,2106.0711,-5.8,安徽省
201510,22407.5506,0.4,4439.1946,-13.8,2489.7475,4.6,安徽省
201511,22789.8532,0.3,4785.7859,-13.3,2915.4036,7.2,安徽省
201512,23233.3783,0.2,5254.6783,-11.4,4099.2142,7.0,安徽省
201601,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201602,18666.5612,2.8,769.4367,15.3,695.1775,28.6,安徽省
201603,19006.2219,2.0,1133.5303,5.6,889.3336,25.3,安徽省
201604,19626.0465,3.2,1763.2901,29.2,1053.4272,23.5,安徽省
201605,20290.2963,3.6,2318.7499,20.8,1358.5739,19.4,安徽省
201606,21336.3629,6.0,3193.5309,33.5,1691.3228,21.4,安徽省
201607,21812.7636,5.6,3652.0716,26.6,1850.8342,20.6,安徽省
201608,22227.2762,4.8,4075.1745,19.9,2054.5372,17.8,安徽省
201609,22584.4019,2.4,4434.0505,7.3,2315.274,9.9,安徽省
201610,23084.626,3.0,4932.3345,11.1,2527.46,1.5,安徽省
201611,23501.7893,3.1,5341.4511,11.6,3097.2682,6.2,安徽省
201612,24115.128,3.8,6007.4019,14.3,4047.7345,-1.3,安徽省
201701,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201702,19414.655,4.0,1071.4484,39.3,1066.0896,53.4,安徽省
201703,19893.14,4.7,1632.6072,44.0,1259.6787,41.6,安徽省
201704,20692.638,5.4,2400.5233,36.1,1367.2485,29.8,安徽省
201705,21571.9936,6.3,3271.7336,41.1,1549.8783,14.1,安徽省
201706,22409.4112,5.0,4101.5402,28.4,1904.8839,12.6,安徽省
201707,23157.2814,6.2,4860.278,33.1,2020.0625,9.1,安徽省
201708,23842.9539,7.3,5539.4936,35.9,2240.4548,9.0,安徽省
201709,24746.2721,9.6,6436.7907,45.2,2344.0684,1.2,安徽省
201710,25367.6733,9.9,7057.4029,43.1,2536.7422,0.4,安徽省
201711,26040.5717,10.8,7779.8671,45.7,2745.8404,-11.3,安徽省
201712,26858.9855,11.4,8601.7488,43.2,3424.9834,-15.4,安徽省
201801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201802,21843.3769,12.5,930.8874,-13.1,553.8732,-48.0,安徽省
201803,22393.0522,12.6,1558.2925,-4.6,847.9285,-32.7,安徽省
201804,23242.0682,12.3,2399.7832,0.0,976.714,-28.6,安徽省
201805,24067.5871,11.6,3211.9654,-1.8,1211.955,-21.8,安徽省
201806,25033.7813,11.7,4183.3873,2.0,1416.8476,-25.6,安徽省
201807,25816.8095,11.5,4928.2112,1.4,1590.0271,-21.3,安徽省
201808,26611.8166,11.6,5725.8867,3.4,1732.2493,-22.7,安徽省
201809,27291.7364,10.3,6387.6664,-0.8,1871.5918,-20.2,安徽省
201810,27931.0537,10.1,7031.896,-0.4,2233.1532,-12.0,安徽省
201811,28584.441,9.8,7661.8541,-1.5,2561.1808,-6.7,安徽省
201812,29191.1084,8.7,8454.684,-1.7,3184.1909,-7.0,安徽省
200801,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200802,6335.41,38.3,602.72,-11.7,177.43,-0.1,福建省
200803,6746.45,37.9,810.76,-12.4,238.73,-1.4,福建省
200804,7005.95,31.3,1019.24,-16.6,289.73,-3.6,福建省
200805,7280.31,30.1,1148.41,-21.3,362.96,5.3,福建省
200806,7540.81,27.4,1325.0,-20.8,429.5,3.2,福建省
200807,7706.34,23.2,1430.91,-27.5,503.3,1.6,福建省
200808,7887.62,21.2,1580.47,-28.3,616.6,18.5,福建省
200809,8106.92,19.3,1784.5,-27.3,718.73,18.6,福建省
200810,8194.96,16.4,1845.75,-30.8,784.68,11.9,福建省
200811,8267.45,14.2,1923.54,-33.1,886.02,17.0,福建省
200812,8639.93,15.1,2217.53,-29.7,1272.47,-5.4,福建省
200901,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200902,6477.51,2.2,266.18,-55.8,269.86,52.1,福建省
200903,6922.08,2.6,393.54,-51.5,397.47,66.5,福建省
200904,7264.03,3.7,524.61,-48.5,458.24,58.2,福建省
200905,7475.89,2.7,652.07,-43.2,568.77,56.7,福建省
200906,7736.64,2.6,784.73,-40.8,674.35,57.0,福建省
200907,7912.51,2.7,874.92,-38.9,755.1,50.0,福建省
200908,8045.57,2.0,983.53,-37.8,829.24,34.5,福建省
200909,8258.09,1.9,1189.12,-33.4,915.76,27.4,福建省
200910,8392.57,2.4,1322.82,-28.3,1019.16,29.9,福建省
200911,8577.1,3.7,1578.95,-17.9,1165.9,31.6,福建省
200912,8856.81,2.4,1855.93,-16.4,1690.85,18.8,福建省
201001,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201002,7480.23,15.5,487.96,83.3,314.04,16.4,福建省
201003,7772.93,12.3,695.12,76.6,414.65,4.3,福建省
201004,8032.77,10.6,943.41,79.8,502.28,9.6,福建省
201005,8329.46,11.4,1282.24,96.6,571.76,0.5,福建省
201006,8645.7,11.8,1554.05,98.0,664.93,-1.4,福建省
201007,8843.78,11.8,1710.01,95.4,765.11,1.3,福建省
201008,9115.27,13.3,1979.64,101.3,863.3,4.1,福建省
201009,9432.92,14.2,2267.02,90.6,947.34,3.4,福建省
201010,9710.3533,15.7,2512.9705,90.0,1028.9533,1.0,福建省
201011,10092.9453,17.7,2904.6629,84.0,1241.0498,6.4,福建省
201012,10570.8402,19.5,3399.5342,82.7,1717.0747,1.6,福建省
201101,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201102,9371.8039,25.3,650.3459,33.3,229.5235,-26.9,福建省
201103,9998.308,28.6,1265.7471,82.1,341.2966,-17.7,福建省
201104,10393.0144,29.4,1640.9926,73.9,389.1383,-22.5,福建省
201105,10796.8145,29.6,2019.8475,57.5,540.0967,-5.5,福建省
201106,11361.3357,31.4,2578.3352,65.9,710.9903,6.9,福建省
201107,11567.8653,30.8,2772.0622,62.1,852.1321,11.4,福建省
201108,12017.9868,31.8,3227.3527,63.0,951.7044,10.2,福建省
201109,12518.2471,32.7,3703.7597,63.4,1110.1443,17.2,福建省
201110,12895.6202,32.8,4067.7418,61.9,1215.925,18.2,福建省
201111,13271.7256,31.5,4446.7953,53.1,1373.0896,10.6,福建省
201112,13719.6815,29.8,4828.2866,42.0,1993.3153,16.2,福建省
201201,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201202,11892.235,26.9,620.2218,-4.6,351.5532,53.2,福建省
201203,12192.0011,21.9,1088.3418,-14.0,438.61,28.5,福建省
201204,12390.3241,19.2,1361.1032,-17.1,473.4922,21.7,福建省
201205,12681.2457,17.5,1631.4458,-19.2,537.9604,-0.4,福建省
201206,12973.8688,14.2,1951.361,-24.3,619.6106,-12.9,福建省
201207,13298.9454,15.0,2171.1826,-21.7,724.9473,-14.9,福建省
201208,13519.0327,12.5,2380.457,-26.2,787.9402,-17.2,福建省
201209,13786.2117,10.1,2633.667,-28.9,817.0862,-26.4,福建省
201210,14035.0623,8.8,2849.471,-29.9,990.1777,-18.6,福建省
201211,14259.6307,7.4,3055.5609,-31.3,1127.1135,-17.9,福建省
201212,14731.1896,8.5,3565.1137,-26.9,1564.6197,-22.1,福建省
201301,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201302,13553.8322,14.0,714.8588,15.3,455.7162,29.6,福建省
201303,13944.2436,14.4,1100.733,1.1,555.762,26.7,福建省
201304,14414.7386,16.3,1537.4158,13.0,613.9602,29.7,福建省
201305,14786.9432,16.6,1851.2988,13.5,683.2747,27.0,福建省
201306,15343.7842,18.3,2357.0922,20.8,848.9324,37.0,福建省
201307,15725.7384,18.2,2667.9555,22.9,1103.3043,52.2,福建省
201308,16069.4239,18.9,3062.6443,28.7,1213.0971,54.0,福建省
201309,16423.5869,19.1,3480.8774,32.2,1381.428,69.1,福建省
201310,16596.7443,18.3,3640.7611,27.8,1516.6996,53.2,福建省
201311,17331.8322,21.5,4307.5547,41.0,1715.4316,52.2,福建省
201312,17835.4244,21.1,4795.8333,34.5,2338.0622,49.4,福建省
201401,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201402,15391.809,13.6,527.6151,-26.2,395.2488,-13.3,福建省
201403,16119.2276,15.6,873.0593,-20.7,540.4577,-2.8,福建省
