月份,房地产投资_累计值,房地产投资_累计增长,房地产住宅投资_累计值,房地产住宅投资_累计增长,地区
201611,2025.9085,23.9,1440.0474,19.5,广西壮族自治区
201612,2397.9862,25.6,1725.2858,22.6,广西壮族自治区
201701,0.0,0.0,0.0,0.0,广西壮族自治区
201702,215.5925,26.0,157.1052,24.4,广西壮族自治区
201703,464.0527,31.9,335.2545,31.1,广西壮族自治区
201704,676.5288,33.1,502.1246,36.7,广西壮族自治区
201705,882.6846,31.9,649.1692,34.2,广西壮族自治区
201706,1217.6743,29.3,885.8174,30.2,广西壮族自治区
201707,1373.3909,24.4,1000.6442,26.2,广西壮族自治区
201708,1564.8121,23.5,1144.3199,27.9,广西壮族自治区
201709,1761.9221,21.0,1293.6911,25.6,广西壮族自治区
201710,2038.684,20.3,1494.4206,24.1,广西壮族自治区
201711,2365.289,16.8,1744.5385,21.1,广西壮族自治区
201712,2683.483,11.9,1983.5172,15.0,广西壮族自治区
201801,0.0,0.0,0.0,0.0,广西壮族自治区
201802,233.8771,8.5,172.7399,10.0,广西壮族自治区
201803,512.8942,10.5,380.8665,13.6,广西壮族自治区
201804,750.4374,10.9,557.688,11.1,广西壮族自治区
201805,997.563,13.0,743.0576,14.5,广西壮族自治区
201806,1367.6813,12.3,1000.6574,13.0,广西壮族自治区
201807,1557.513,13.4,1151.1871,15.0,广西壮族自治区
201808,1761.725,12.6,1301.4044,13.7,广西壮族自治区
201809,2000.4418,13.5,1464.6281,13.2,广西壮族自治区
201810,2303.6253,13.0,1694.7944,13.4,广西壮族自治区
201811,2632.5696,11.3,1951.1494,11.8,广西壮族自治区
201812,3004.1257,11.9,2217.4998,11.8,广西壮族自治区
200801,0.0,0.0,0.0,0.0,海南省
200802,16.782,65.0,14.6468,105.3,海南省
200803,30.3245,55.2,27.0662,84.1,海南省
200804,44.9086,66.6,40.2824,91.8,海南省
200805,57.531,68.5,51.7299,96.7,海南省
200806,83.6799,70.7,69.8254,73.9,海南省
200807,99.5325,66.5,83.8503,81.6,海南省
200808,115.6235,69.0,98.4834,83.3,海南省
200809,129.9687,60.3,111.1009,70.6,海南省
200810,146.3192,59.2,126.2184,69.1,海南省
200811,167.79,57.9,141.43,63.2,海南省
200812,189.3094,48.4,158.4391,51.8,海南省
200901,0.0,0.0,0.0,0.0,海南省
200902,23.0,37.1,20.3,38.6,海南省
200903,41.2832,36.1,35.7576,32.1,海南省
200904,64.32,43.2,57.15,41.9,海南省
200905,85.7815,49.1,77.1646,49.2,海南省
200906,114.77,37.2,103.86,48.7,海南省
200907,145.9717,46.7,132.5519,58.1,海南省
200908,167.95,45.3,152.83,55.2,海南省
200909,190.6101,46.7,174.2478,56.8,海南省
200910,219.6092,50.1,200.0182,58.5,海南省
200911,248.57,48.1,226.37,60.1,海南省
200912,287.8954,44.3,261.7751,51.9,海南省
201001,0.0,0.0,0.0,0.0,海南省
201002,64.4291,180.1,57.1907,181.7,海南省
201003,94.4115,128.7,83.2155,132.7,海南省
201004,126.4093,96.5,112.6504,97.1,海南省
201005,167.6,95.4,150.0,94.4,海南省
201006,205.33,78.9,184.99,78.1,海南省
201007,243.9323,67.1,220.5105,66.4,海南省
201008,284.46,69.4,256.3,67.7,海南省
201009,321.0518,68.4,287.4881,65.0,海南省
201010,365.868,66.6,325.7075,62.8,海南省
201011,407.6806,64.0,364.3562,61.0,海南省
201012,467.8659,62.5,417.1143,59.3,海南省
201101,0.0,0.0,0.0,0.0,海南省
201102,75.4574,17.1,67.7336,18.4,海南省
201103,128.0403,35.6,113.7914,36.7,海南省
201104,175.9617,39.2,157.1634,39.5,海南省
201105,226.4037,35.1,200.3201,33.5,海南省
201106,287.5061,40.0,253.439,37.0,海南省
201107,351.4832,44.1,311.7343,41.4,海南省
201108,404.6175,42.2,355.917,38.9,海南省
201109,464.9123,44.8,409.0096,42.3,海南省
201110,523.6024,43.1,453.0393,39.1,海南省
201111,585.9119,43.7,506.8315,39.1,海南省
201112,663.0486,41.7,574.2701,37.7,海南省
201201,0.0,0.0,0.0,0.0,海南省
201202,91.8894,21.8,70.2587,3.7,海南省
201203,153.2341,19.7,122.0342,7.2,海南省
201204,212.1007,20.5,171.069,8.8,海南省
201205,293.0989,29.5,233.3724,16.5,海南省
201206,387.431,34.8,311.4486,22.9,海南省
201207,447.3876,27.3,361.35,15.9,海南省
201208,538.8811,33.2,434.0829,22.0,海南省
201209,621.9088,33.8,494.7116,21.0,海南省
201210,696.6375,33.0,558.4378,23.3,海南省
201211,799.1796,36.4,648.4982,28.0,海南省
201212,886.644,36.2,725.3209,29.0,海南省
201301,0.0,0.0,0.0,0.0,海南省
201302,124.6931,35.7,107.0357,52.3,海南省
201303,198.6208,29.6,171.7024,40.7,海南省
201304,282.3159,33.1,242.8574,42.0,海南省
201305,375.1525,28.0,324.7106,39.1,海南省
201306,500.4734,29.2,432.9382,39.0,海南省
201307,602.1794,34.6,520.9759,44.2,海南省
201308,704.9562,30.8,607.6111,40.0,海南省
201309,814.4507,31.0,690.4728,39.6,海南省
201310,919.3453,32.0,771.1625,38.1,海南省
201311,1058.2258,32.4,885.2175,36.5,海南省
201312,1196.7581,35.0,995.0886,37.2,海南省
201401,0.0,0.0,0.0,0.0,海南省
201402,158.9411,27.5,126.0138,17.7,海南省
201403,259.0822,30.4,212.6046,23.8,海南省
201404,362.3119,28.3,295.6499,21.7,海南省
201405,452.205,20.5,368.9966,13.6,海南省
201406,608.8404,21.7,499.2743,15.3,海南省
201407,721.459,19.8,588.1964,12.9,海南省
201408,845.9116,20.0,685.3441,12.8,海南省
201409,974.9165,19.7,769.889,11.5,海南省
201410,1089.7893,18.5,865.5094,12.2,海南省
201411,1247.4761,17.9,971.2069,9.7,海南省
201412,1431.6515,19.6,1122.1374,12.8,海南省
201501,0.0,0.0,0.0,0.0,海南省
201502,161.6805,1.7,129.0914,2.4,海南省
201503,270.7443,4.5,215.8978,1.5,海南省
201504,395.1906,9.1,309.2477,4.6,海南省
201505,545.1629,20.6,410.0796,11.1,海南省
201506,735.0154,20.7,547.2469,9.6,海南省
201507,898.3942,24.5,672.7354,14.4,海南省
201508,1042.0387,23.2,766.5192,11.8,海南省
201509,1227.131,25.9,910.5063,18.3,海南省
201510,1355.7971,24.4,993.5198,14.8,海南省
201511,1539.1576,23.4,1117.8462,15.1,海南省
201512,1703.9963,19.0,1246.7789,11.1,海南省
201601,0.0,0.0,0.0,0.0,海南省
201602,177.8309,10.0,122.5402,-5.1,海南省
201603,313.37,15.7,228.7771,6.0,海南省
201604,441.733,11.8,329.8632,6.7,海南省
201605,611.7852,12.2,456.2533,11.3,海南省
201606,809.5556,10.1,615.7768,12.5,海南省
201607,958.89,6.7,724.8079,7.7,海南省
201608,1097.5942,5.3,818.7776,6.8,海南省
201609,1268.27909999999,3.4,940.042599999999,3.2,海南省
201610,1412.5834,4.2,1041.0269,4.8,海南省
201611,1582.4426,2.8,1161.9979,3.9,海南省
201612,1787.5968,4.9,1317.7292,5.7,海南省
201701,0.0,0.0,0.0,0.0,海南省
201702,202.74,14.0,151.389,23.5,海南省
201703,355.1719,13.3,274.5131,20.0,海南省
201704,487.7189,10.4,378.3577,14.7,海南省
201705,659.2303,7.8,499.8186,9.5,海南省
201706,893.1545,10.3,651.4323,5.8,海南省
201707,1052.1801,9.7,760.3753,4.9,海南省
201708,1251.9659,14.1,886.2851,8.2,海南省
201709,1414.6217,11.5,1000.3322,6.4,海南省
201710,1568.4975,11.0,1120.6846,7.7,海南省
201711,1748.6763,10.5,1256.9848,8.2,海南省
201712,2053.1061,14.9,1477.5334,12.1,海南省
201801,0.0,0.0,0.0,0.0,海南省
201802,229.9142,13.4,177.6134,17.3,海南省
201803,413.5396,16.4,312.7861,13.9,海南省
201804,543.5941,11.5,417.0253,10.2,海南省
201805,677.143,2.7,518.8251,3.8,海南省
201806,823.8615,-7.8,630.953,-3.1,海南省
201807,957.8437,-9.0,738.2433,-2.9,海南省
201808,1087.281,-13.2,841.0445,-5.1,海南省
201809,1200.8325,-15.1,932.9129,-6.7,海南省
201810,1339.3516,-14.6,1037.4656,-7.4,海南省
201811,1525.0322,-12.8,1183.5094,-5.8,海南省
201812,1715.0418,-16.5,1310.5058,-11.3,海南省
200801,0.0,0.0,0.0,0.0,重庆市
200802,88.57,33.0,56.4765,27.2,重庆市
200803,146.7679,23.4,97.8784,28.8,重庆市
200804,224.0578,24.9,141.0973,23.8,重庆市
200805,295.8812,24.0,194.5284,27.6,重庆市
200806,383.6066,26.8,255.6315,30.8,重庆市
200807,470.5003,29.8,319.2819,35.1,重庆市
200808,547.4647,27.2,366.0365,30.9,重庆市
200809,636.1278,28.2,425.7928,32.7,重庆市
200810,723.5018,24.9,476.4283,27.3,重庆市
200811,825.55,21.6,533.37,25.4,重庆市
200812,990.997,16.6,619.525,18.7,重庆市
200901,0.0,0.0,0.0,0.0,重庆市
200902,95.26,7.6,63.03,11.6,重庆市
200903,171.6525,17.0,113.6212,16.1,重庆市
200904,246.35,10.0,164.17,16.4,重庆市
200905,322.7569,9.1,210.7928,8.4,重庆市
200906,434.29,13.2,288.59,12.9,重庆市
200907,522.7366,11.1,351.2768,10.0,重庆市
200908,639.75,16.9,435.55,19.0,重庆市
200909,764.9947,20.3,508.2952,19.4,重庆市
200910,893.0974,23.4,580.0001,21.7,重庆市
200911,1039.06,25.9,664.4,24.6,重庆市
200912,1238.9125,25.0,789.0183,27.4,重庆市
201001,0.0,0.0,0.0,0.0,重庆市
201002,126.485,32.8,91.0827,44.5,重庆市
201003,231.5661,34.9,155.6872,37.0,重庆市
201004,345.6606,40.3,234.4907,42.8,重庆市
201005,465.02,44.1,312.33,48.2,重庆市
201006,616.39,41.9,429.02,48.7,重庆市
201007,738.1424,41.2,512.1673,45.8,重庆市
201008,886.5,38.6,617.14,41.7,重庆市
201009,1031.8146,34.9,708.5777,39.4,重庆市
201010,1193.7239,33.7,808.626,39.4,重庆市
201011,1380.1598,32.8,936.5239,41.0,重庆市
201012,1620.2571,30.8,1091.4854,38.3,重庆市
201101,0.0,0.0,0.0,0.0,重庆市
201102,193.2988,52.8,134.7114,47.9,重庆市
201103,332.0777,43.4,227.3218,46.0,重庆市
201104,488.0567,41.2,343.5018,46.5,重庆市
201105,651.9278,40.2,459.2034,47.0,重庆市
201106,832.1054,35.0,572.02,33.3,重庆市
201107,1003.1462,35.9,704.7273,37.6,重庆市
201108,1195.7777,34.9,839.9138,36.1,重庆市
201109,1381.0794,33.8,966.3469,36.4,重庆市
201110,1594.4753,33.6,1111.2362,37.4,重庆市
201111,1775.4534,28.6,1254.2419,33.9,重庆市
201112,2015.0883,24.4,1438.4457,31.8,重庆市
201201,0.0,0.0,0.0,0.0,重庆市
201202,247.5685,28.1,170.2987,26.4,重庆市
201203,436.6191,31.5,304.6838,34.0,重庆市
201204,584.0242,19.7,409.619,19.2,重庆市
201205,783.2497,20.1,535.0104,16.5,重庆市
201206,996.1575,19.7,671.2523,17.3,重庆市
201207,1218.9178,21.5,814.548,15.6,重庆市
201208,1454.3493,21.6,985.1129,17.3,重庆市
201209,1751.4424,26.8,1208.3077,25.0,重庆市
201210,1949.3358,22.3,1336.0522,20.2,重庆市
201211,2203.0429,24.1,1500.6903,19.6,重庆市
201212,2508.35,24.5,1706.7687,18.7,重庆市
201301,0.0,0.0,0.0,0.0,重庆市
201302,298.2648,20.5,203.2099,19.3,重庆市
201303,547.2518,25.3,390.4835,28.2,重庆市
201304,747.1673,27.9,531.7355,29.8,重庆市
201305,988.5694,26.2,696.5516,30.2,重庆市
201306,1272.2791,27.7,901.6493,34.3,重庆市
201307,1500.3526,23.1,1059.3031,30.0,重庆市
201308,1774.4014,22.0,1250.4658,26.9,重庆市
201309,2112.1901,20.6,1442.386,19.4,重庆市
201310,2329.8987,19.5,1602.8406,20.0,重庆市
201311,2645.0988,20.1,1802.6305,20.1,重庆市
201312,3012.7838,20.1,2044.2392,19.8,重庆市
201401,0.0,0.0,0.0,0.0,重庆市
201402,369.0674,23.7,259.4662,27.7,重庆市
201403,687.9777,25.7,468.3579,19.9,重庆市
201404,933.7274,25.0,635.0468,19.4,重庆市
201405,1224.3466,23.9,835.6258,20.0,重庆市
201406,1553.3599,22.1,1052.4663,16.7,重庆市
201407,1836.9223,22.4,1247.9343,17.8,重庆市
201408,2151.2406,21.2,1466.7107,17.3,重庆市
201409,2545.1148,20.5,1748.9571,21.3,重庆市
201410,2820.3326,21.0,1927.2028,20.2,重庆市
201411,3250.585,22.9,2206.2699,22.4,重庆市
201412,3630.2331,20.5,2451.366,19.9,重庆市
201501,0.0,0.0,0.0,0.0,重庆市
201502,435.138,17.9,280.1708,8.0,重庆市
201503,761.9207,10.7,486.5584,3.9,重庆市
201504,1006.7654,7.8,638.5291,0.5,重庆市
201505,1344.2471,9.8,834.5211,-0.1,重庆市
201506,1715.8209,10.5,1075.8293,2.2,重庆市
201507,2012.1675,9.5,1280.9348,2.6,重庆市
201508,2340.1324,8.8,1498.2296,2.1,重庆市
201509,2713.2429,6.6,1732.9253,-0.9,重庆市
201510,2989.3923,6.0,1911.4018,-0.8,重庆市
201511,3358.1346,3.3,2142.8509,-2.9,重庆市
201512,3751.2812,3.3,2390.491,-2.5,重庆市
201601,0.0,0.0,0.0,0.0,重庆市
201602,400.2674,-8.0,240.4457,-14.2,重庆市
201603,746.8063,-2.0,441.2944,-9.3,重庆市
201604,1012.2007,0.5,610.9313,-4.3,重庆市
201605,1321.9061,-1.7,813.8212,-2.5,重庆市
201606,1724.0609,0.5,1061.6938,-1.3,重庆市
201607,1992.9687,-1.0,1232.143,-3.8,重庆市
201608,2282.3643,-2.5,1403.5052,-6.3,重庆市
201609,2679.0557,-1.3,1650.4565,-4.8,重庆市
201610,2964.0222,-0.8,1826.4469,-4.4,重庆市
201611,3314.2371,-1.3,2045.1177,-4.6,重庆市
201612,3725.9452,-0.7,2319.9701,-3.0,重庆市
201701,0.0,0.0,0.0,0.0,重庆市
201702,392.8676,-1.8,241.9994,0.6,重庆市
201703,740.66,-0.8,474.615,7.6,重庆市
201704,1015.9535,0.4,645.3025,5.6,重庆市
201705,1333.591,0.9,872.3438,7.2,重庆市
201706,1789.2351,3.8,1167.5174,10.0,重庆市
201707,2085.1151,4.6,1359.6375,10.3,重庆市
201708,2427.3347,6.4,1603.4276,14.2,重庆市
201709,2880.416,7.5,1894.6743,14.8,重庆市
201710,3193.1731,7.7,2106.4775,15.3,重庆市
201711,3575.3019,7.9,2355.0044,15.2,重庆市
201712,3980.0837,6.8,2632.8813,13.5,重庆市
201801,0.0,0.0,0.0,0.0,重庆市
201802,413.6426,5.3,259.215,7.1,重庆市
201803,798.1156,7.8,543.4991,14.5,重庆市
201804,1099.6617,8.2,756.9886,17.3,重庆市
201805,1461.7206,9.6,1026.3225,17.7,重庆市
201806,1967.8549,10.0,1393.2947,19.3,重庆市
201807,2272.6059,9.0,1615.3976,18.8,重庆市
201808,2632.019,8.4,1867.1142,16.4,重庆市
201809,3134.6528,8.8,2247.1116,18.6,重庆市
201810,3469.4712,8.7,2486.8479,18.1,重庆市
201811,3861.2471,8.0,2765.1796,17.4,重庆市
201812,4248.7612,6.8,3012.6477,14.4,重庆市
200801,0.0,0.0,0.0,0.0,四川省
200802,135.9462,43.7,105.9223,52.0,四川省
200803,274.2802,42.1,197.5766,40.6,四川省
200804,417.1109,40.7,292.6649,42.9,四川省
200805,554.478,29.2,367.9087,27.8,四川省
200806,749.4538,30.8,485.0956,24.3,四川省
200807,859.065,24.4,573.8199,21.5,四川省
200808,952.0835,21.7,649.3021,18.5,四川省
200809,1061.8551,19.4,734.6035,13.5,四川省
200810,1171.2395,14.2,820.691,13.2,四川省
200811,1284.95,9.9,914.11,11.0,四川省
200812,1430.1632,7.8,1021.941,9.8,四川省
200901,0.0,0.0,0.0,0.0,四川省
200902,137.27,1.0,105.48,-0.4,四川省
200903,274.7921,0.2,199.9528,1.2,四川省
200904,381.75,-8.5,278.74,-4.8,四川省
200905,491.1724,-11.4,365.6209,-0.6,四川省
200906,655.79,-12.5,483.66,-0.3,四川省
200907,778.1015,-9.4,572.9528,-0.2,四川省
200908,917.3,-3.7,682.08,5.0,四川省
200909,1073.1164,1.1,790.9206,7.7,四川省
200910,1221.1223,4.3,890.8587,8.5,四川省
200911,1372.05,6.8,1007.68,10.2,四川省
200912,1586.7582,9.3,1149.1746,10.9,四川省
201001,0.0,0.0,0.0,0.0,四川省
201002,189.5613,38.1,137.7952,30.6,四川省
201003,393.0762,43.0,275.7743,37.9,四川省
201004,545.6128,42.9,381.0268,36.7,四川省
201005,697.94,42.1,499.4,36.6,四川省
201006,942.69,43.7,651.54,34.7,四川省
201007,1116.9787,43.6,779.5233,36.1,四川省
201008,1316.21,43.5,905.49,32.8,四川省
201009,1531.4714,42.7,1040.871,31.6,四川省
201010,1727.3231,41.5,1195.6029,34.2,四川省
201011,1943.4045,41.6,1351.7615,34.1,四川省
201012,2194.6294,38.2,1535.2814,33.5,四川省
201101,0.0,0.0,0.0,0.0,四川省
201102,285.7513,50.7,210.548,52.8,四川省
201103,534.725,36.0,385.4974,39.8,四川省
201104,741.9913,36.0,530.5335,39.2,四川省
201105,979.7627,40.4,697.9397,39.8,四川省
201106,1278.9462,35.7,904.5992,38.8,四川省
201107,1511.8665,35.4,1078.6992,38.4,四川省
201108,1765.1261,34.1,1249.6358,38.0,四川省
201109,2026.0183,32.3,1428.7446,37.3,四川省
201110,2270.8577,31.5,1593.7929,33.3,四川省
201111,2534.3923,30.4,1777.7297,31.5,四川省
201112,2836.7129,29.3,1998.1098,30.1,四川省
201201,0.0,0.0,0.0,0.0,四川省
201202,345.6669,21.0,238.2802,13.2,四川省
201203,665.3267,24.4,455.4484,18.1,四川省
201204,911.77,22.9,621.3635,17.1,四川省
201205,1193.9909,21.9,803.5562,15.1,四川省
201206,1551.4771,21.3,1035.777,14.5,四川省
201207,1823.0523,20.6,1220.266,13.1,四川省
201208,2074.12,17.5,1391.5722,11.4,四川省
201209,2352.5818,16.1,1590.1885,11.3,四川省
201210,2644.5464,16.5,1790.4339,12.3,四川省
201211,2939.5037,16.0,1987.0206,11.8,四川省
201212,3266.397,15.9,2197.745,10.5,四川省
201301,0.0,0.0,0.0,0.0,四川省
201302,407.2592,17.8,280.7057,17.8,四川省
201303,772.9024,16.2,526.485,15.6,四川省
201304,1053.6911,15.6,709.5269,14.2,四川省
201305,1407.4502,17.9,938.8962,16.8,四川省
201306,1823.7945,17.6,1204.7552,16.3,四川省
201307,2152.4641,18.1,1427.4616,17.0,四川省
201308,2455.1217,18.4,1631.1227,17.2,四川省
201309,2811.2643,19.5,1861.8247,17.1,四川省
201310,3118.3032,17.9,2060.4028,15.1,四川省
201311,3449.8408,17.4,2281.5748,14.8,四川省
201312,3852.9951,18.0,2537.8926,15.5,四川省
201401,0.0,0.0,0.0,0.0,四川省
201402,470.8474,15.6,306.7164,9.3,四川省
201403,889.3758,15.1,584.4683,11.0,四川省
201404,1211.0785,14.9,805.1489,13.5,四川省
201405,1619.5811,15.1,1071.1245,14.1,四川省
201406,2107.1938,15.5,1385.1145,15.0,四川省
201407,2476.8319,15.1,1617.135,13.3,四川省
201408,2842.446,15.8,1847.0284,13.2,四川省
201409,3255.7324,15.8,2117.4095,13.7,四川省
201410,3613.6289,15.9,2344.4162,13.8,四川省
201411,4013.1639,16.3,2607.5737,14.3,四川省
201412,4380.0919,13.7,2847.8207,12.2,四川省
201501,0.0,0.0,0.0,0.0,四川省
201502,535.1501,13.7,354.7084,15.6,四川省
201503,1021.5721,14.9,672.6724,15.1,四川省
201504,1384.5898,14.3,902.3503,12.1,四川省
201505,1838.6435,13.5,1192.7819,11.4,四川省
201506,2370.0803,12.5,1527.8172,10.3,四川省
201507,2770.461,11.9,1782.3682,10.2,四川省
201508,3218.7141,13.2,2064.952,11.8,四川省
201509,3665.9529,12.6,2343.0322,10.7,四川省
201510,4058.5583,12.3,2584.9018,10.3,四川省
201511,4481.2208,11.7,2838.6539,8.9,四川省
201512,4813.0252,9.9,3048.7228,7.1,四川省
201601,0.0,0.0,0.0,0.0,四川省
201602,604.4391,12.9,367.9659,3.7,四川省
201603,1168.7381,14.4,697.8503,3.7,四川省
201604,1563.1767,12.9,931.6717,3.2,四川省
201605,2088.3592,13.6,1245.3375,4.4,四川省
201606,2622.6072,10.7,1551.503,1.6,四川省
201607,3032.9687,9.5,1807.0357,1.4,四川省
201608,3502.0245,8.8,2084.9657,1.0,四川省
201609,4047.6219,10.4,2418.7498,3.2,四川省
201610,4493.6654,10.7,2690.827,4.1,四川省
201611,4918.7851,9.8,2953.827,4.1,四川省
201612,5282.6449,9.8,3185.6366,4.5,四川省
201701,0.0,0.0,0.0,0.0,四川省
201702,662.3781,9.6,416.2233,13.1,四川省
201703,1179.4614,0.9,728.4069,4.4,四川省
201704,1629.3593,4.2,999.8103,7.3,四川省
201705,2137.9369,2.4,1306.1428,4.9,四川省
201706,2691.9786,2.6,1637.9104,5.6,四川省
201707,3094.6171,2.0,1894.563,4.8,四川省
201708,3517.7682,0.4,2155.3993,3.4,四川省
201709,3977.2782,-1.7,2438.5262,0.8,四川省
201710,4371.4581,-2.7,2685.8111,-0.2,四川省
201711,4779.8963,-2.8,2942.9986,-0.4,四川省
201712,5149.8939,-2.5,3182.3448,-0.1,四川省
201801,0.0,0.0,0.0,0.0,四川省
201802,652.6145,-1.5,412.2059,-1.0,四川省
201803,1125.6075,-4.6,712.3386,-2.2,四川省
201804,1571.1122,-3.6,1006.1215,0.6,四川省
201805,2065.458,-3.4,1322.786,1.3,四川省
201806,2646.5367,-1.7,1697.9441,3.7,四川省
201807,3076.7723,-0.6,1992.4315,5.2,四川省
201808,3563.3777,1.3,2319.4575,7.6,四川省
201809,4158.621,4.6,2719.5652,11.5,四川省
201810,4657.4916,6.5,3053.6897,13.7,四川省
201811,5178.3249,8.3,3413.7333,16.0,四川省
201812,5697.8652,10.6,3764.712,18.3,四川省
200801,0.0,0.0,0.0,0.0,贵州省
200802,16.5762,-9.7,10.0523,-8.8,贵州省
200803,42.4669,16.3,27.3653,30.1,贵州省
200804,66.5718,23.2,40.5852,25.0,贵州省
200805,89.3506,26.2,56.2861,33.3,贵州省
200806,123.7943,29.3,77.0663,36.5,贵州省
200807,148.5478,28.8,92.2775,32.7,贵州省
200808,180.6825,32.6,112.1333,34.1,贵州省
200809,214.2018,30.2,133.8029,32.2,贵州省
200810,240.3636,26.4,150.5224,29.6,贵州省
200811,268.93,24.1,168.43,26.8,贵州省
200812,307.8397,23.3,194.0474,24.3,贵州省
200901,0.0,0.0,0.0,0.0,贵州省
200902,21.72,31.0,12.41,23.5,贵州省
200903,52.1787,22.9,32.0931,17.3,贵州省
200904,81.16,21.9,53.87,32.7,贵州省
200905,107.3533,20.1,71.807,27.6,贵州省
200906,146.92,18.7,99.57,29.2,贵州省
200907,178.9523,20.5,121.5445,31.7,贵州省
200908,214.65,18.8,147.03,31.1,贵州省
200909,255.1047,19.1,172.5172,28.9,贵州省
200910,285.8079,18.9,192.7897,28.1,贵州省
200911,322.36,19.9,218.36,29.6,贵州省
200912,369.6907,18.8,248.0092,26.9,贵州省
201001,0.0,0.0,0.0,0.0,贵州省
201002,28.2215,30.0,18.2744,47.2,贵州省
201003,77.1333,47.8,48.3848,50.8,贵州省
201004,115.9404,42.9,74.6623,38.6,贵州省
201005,152.43,42.0,101.53,41.4,贵州省
201006,204.42,39.1,133.82,34.4,贵州省
201007,246.8121,37.9,159.2117,31.0,贵州省
201008,311.94,45.3,188.0,27.9,贵州省
201009,371.3025,45.5,218.9704,26.9,贵州省
201010,425.6901,48.9,247.3173,28.3,贵州省
201011,488.098,51.4,284.1837,30.1,贵州省
201012,556.6872,49.9,328.6322,31.7,贵州省
201101,0.0,0.0,0.0,0.0,贵州省
201102,55.8017,97.7,33.4423,83.0,贵州省
201103,153.7578,99.3,87.0669,79.9,贵州省
201104,227.9027,96.6,133.7083,79.1,贵州省
201105,303.2331,98.9,184.9725,82.2,贵州省
201106,386.6607,89.2,242.8096,81.4,贵州省
201107,451.9694,83.1,291.9061,83.3,贵州省
201108,552.8123,77.2,346.8601,84.5,贵州省
201109,647.3127,74.3,408.9704,86.8,贵州省
201110,721.1465,69.4,461.7881,86.7,贵州省
201111,798.3449,63.6,520.0607,83.0,贵州省
201112,878.6671,57.8,579.9746,76.5,贵州省
201201,0.0,0.0,0.0,0.0,贵州省
201202,81.5271,46.1,53.4034,59.7,贵州省
201203,219.8063,43.0,143.1606,64.4,贵州省
