月份,房地产施工面积_累计值,房地产施工面积_累计增长,房地产新开工施工面积_累计值,房地产新开工施工面积_累计增长,房地产竣工面积_累计值,房地产竣工面积_累计增长,地区
201204,27124.4806,17.3,2386.1854,-36.4,910.9628,-22.2,浙江省
201205,28220.9654,17.1,3281.6108,-29.5,1122.4982,-20.6,浙江省
201206,29014.6197,14.7,3980.5647,-30.6,1315.7087,-20.3,浙江省
201207,29583.298,12.8,4366.6646,-32.8,1567.6144,-19.8,浙江省
201208,30606.5256,13.4,5254.7228,-27.1,1784.0541,-15.4,浙江省
201209,31379.6052,13.5,6033.8575,-22.4,1962.9981,-14.7,浙江省
201210,32168.7464,14.3,6744.8931,-18.3,2294.9681,-9.7,浙江省
201211,32861.5487,11.7,7366.6181,-22.4,2644.7467,-7.4,浙江省
201212,33422.9728,11.7,7816.7951,-23.4,4292.935,-5.2,浙江省
201301,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201302,29163.1436,12.9,922.4411,-19.5,729.2345,37.9,浙江省
201303,29846.2363,12.1,1649.5576,-11.8,1062.8569,33.7,浙江省
201304,30872.477,13.8,2517.6934,5.5,1256.5129,37.9,浙江省
201305,31477.474,11.5,3100.5309,-5.5,1403.1448,25.0,浙江省
201306,32511.1424,12.1,4162.6657,4.6,1647.4144,25.2,浙江省
201307,33193.7934,12.2,4851.846,11.1,2131.5739,36.0,浙江省
201308,33937.1232,10.9,5607.8525,6.7,2388.4658,33.9,浙江省
201309,34748.7372,10.7,6453.1345,6.9,2638.8542,34.4,浙江省
201310,35186.2897,9.4,6869.6688,1.8,2862.8715,24.7,浙江省
201311,36198.2878,10.2,7907.9915,7.3,3281.0819,24.1,浙江省
201312,37647.2402,12.6,9315.1038,19.2,4692.3435,9.3,浙江省
201401,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201402,32126.9722,10.2,548.5966,-40.5,997.0307,36.7,浙江省
201403,33104.0981,10.9,1324.8041,-19.7,1379.3983,29.8,浙江省
201404,34336.5809,11.2,2445.8183,-2.9,1670.8872,33.0,浙江省
201405,35379.7104,12.4,3443.0033,11.0,2080.8719,48.3,浙江省
201406,36464.4561,12.2,4414.6416,6.1,2449.2942,48.7,浙江省
201407,37480.7522,12.9,5316.039,9.6,2964.5135,39.1,浙江省
201408,38467.4037,13.3,6300.3422,12.3,3390.7806,42.0,浙江省
201409,39538.4121,13.8,7231.2315,12.1,3764.9816,42.7,浙江省
201410,40421.3423,14.9,8062.8169,17.4,4137.4606,44.5,浙江省
201411,41390.2737,14.3,8934.6626,13.0,4493.7261,37.0,浙江省
201412,42144.3525,11.9,9676.1435,3.9,6390.1724,36.2,浙江省
201501,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201502,34898.3197,8.6,662.664,20.8,904.7903,-9.3,浙江省
201503,35348.0017,6.8,906.9288,-31.5,1302.2228,-5.6,浙江省
201504,35979.0311,4.8,1440.9574,-41.1,1552.2594,-7.1,浙江省
201505,36864.7748,4.2,2274.801,-33.9,1777.859,-14.6,浙江省
201506,37481.8201,2.8,2809.0265,-36.4,2061.8887,-15.8,浙江省
201507,38165.8493,1.8,3359.5801,-36.8,2312.1503,-22.0,浙江省
201508,38586.2844,0.3,3735.611,-40.7,2528.6214,-25.4,浙江省
201509,39814.2401,0.7,4694.9111,-35.1,2991.0862,-20.6,浙江省
201510,40472.5293,0.1,5304.2607,-34.2,3463.1473,-16.3,浙江省
201511,41273.6032,-0.3,5962.5134,-33.3,3929.0613,-12.6,浙江省
201512,41687.3315,-1.1,6533.7733,-32.5,5892.8554,-7.8,浙江省
201601,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201602,34856.0241,-0.1,637.1733,-3.8,1305.2405,44.3,浙江省
201603,35389.3572,0.1,1221.3519,34.7,1642.7451,26.1,浙江省
201604,36221.8897,0.7,1967.976,36.6,1956.9119,26.1,浙江省
201605,36781.606,-0.2,2554.4649,12.3,2385.8739,34.2,浙江省
201606,37371.9293,-0.3,3156.2751,12.4,2908.4563,41.1,浙江省
201607,37961.426,-0.5,3723.1421,10.8,3477.003,50.4,浙江省
201608,38606.5027,0.1,4329.3383,15.9,3814.3036,50.8,浙江省
201609,39273.1511,-1.4,4975.2803,6.0,4301.0155,43.8,浙江省
201610,39982.1515,-1.2,5667.6696,6.9,4935.5847,42.5,浙江省
201611,40755.326,-1.3,6373.2242,6.9,5797.0782,47.5,浙江省
201612,41609.7772,-0.2,7282.0231,11.5,7925.3964,34.5,浙江省
201701,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201702,32269.3709,-7.4,812.1067,27.5,1226.9979,-6.0,浙江省
201703,33029.8707,-6.7,1661.8522,36.1,1619.6079,-1.4,浙江省
201704,33964.9093,-6.2,2615.7875,32.9,1982.8087,1.3,浙江省
201705,35152.4777,-4.4,3692.3498,44.5,2461.8026,3.2,浙江省
201706,36357.6123,-2.7,4849.7519,53.7,3035.1341,4.4,浙江省
201707,37048.3269,-2.4,5526.83,48.4,3429.1634,-1.4,浙江省
201708,37941.6803,-1.7,6425.9457,48.4,3814.0457,0.0,浙江省
201709,38998.893,-0.7,7478.867,50.3,4255.4809,-1.1,浙江省
201710,39776.3727,-0.5,8247.8936,45.5,4605.3367,-6.7,浙江省
201711,40742.916,0.0,9167.9068,43.9,5135.3218,-11.4,浙江省
201712,41236.2362,-0.9,10117.4895,38.9,6884.1823,-13.1,浙江省
201801,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201802,32873.4451,1.9,822.2787,1.3,1005.3051,-18.1,浙江省
201803,33637.5147,1.8,1656.0181,-0.4,1443.6507,-10.9,浙江省
201804,34568.8713,1.8,2650.9585,1.3,1779.0879,-10.3,浙江省
201805,35663.9371,1.5,3750.7006,1.6,2036.7511,-17.3,浙江省
201806,36900.4377,1.5,5038.371,3.9,2297.2222,-24.3,浙江省
201807,38066.4422,2.7,6127.5346,10.9,2524.5844,-26.4,浙江省
201808,39353.383,3.7,7363.9128,14.6,2756.6782,-27.7,浙江省
201809,40250.9487,3.2,8452.0709,13.0,3024.6836,-28.9,浙江省
201810,41604.7008,4.6,9706.0553,17.7,3457.8976,-24.9,浙江省
201811,43187.3284,6.0,11252.8797,22.7,3870.7881,-24.6,浙江省
201812,44537.0601,8.0,12879.2765,27.3,5189.6734,-24.6,浙江省
200801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200802,5526.59,36.4,770.95,21.1,211.1,3.4,安徽省
200803,6787.01,29.8,1233.67,22.4,349.98,18.5,安徽省
200804,7529.31,30.7,1540.3,20.4,467.5,28.4,安徽省
200805,8110.16,32.7,1886.87,27.6,581.55,36.9,安徽省
200806,8658.35,33.0,2299.06,30.7,687.42,20.3,安徽省
200807,9014.81,35.4,2622.33,30.6,839.02,10.0,安徽省
200808,9484.82,33.6,3061.02,28.3,958.61,5.9,安徽省
200809,9820.25,30.8,3331.7,26.2,1072.36,-3.3,安徽省
200810,10131.17,29.5,3553.77,24.5,1298.78,3.9,安徽省
200811,10423.03,27.8,3779.54,22.4,1409.02,-3.6,安徽省
200812,11339.56,26.8,4565.06,22.9,2365.5,1.0,安徽省
200901,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200902,6874.44,24.4,811.32,5.2,364.96,72.9,安徽省
200903,8690.6,28.0,1239.37,0.5,483.58,38.2,安徽省
200904,9303.44,23.6,1559.62,1.3,539.78,15.5,安徽省
200905,9740.56,20.1,1863.7,-1.2,632.24,8.7,安徽省
200906,10447.98,20.7,2267.89,-1.4,837.84,21.9,安徽省
200907,10845.35,20.3,2458.87,-6.2,1035.06,23.4,安徽省
200908,11355.62,19.7,2845.29,-7.0,1182.85,23.4,安徽省
200909,11924.68,21.4,3305.51,-0.8,1308.48,22.0,安徽省
200910,12517.41,23.6,3816.69,7.4,1533.2,18.0,安徽省
200911,12939.62,24.1,4180.52,10.6,1726.28,22.5,安徽省
200912,14142.13,20.6,5319.72,16.0,2861.25,12.6,安徽省
201001,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201002,9497.17,38.2,1092.4,34.6,273.19,-25.1,安徽省
201003,8848.71,1.8,1541.27,24.4,340.18,-29.7,安徽省
201004,10329.22,11.0,2133.98,36.8,549.02,1.7,安徽省
201005,12605.83,29.4,3012.43,61.6,776.69,22.8,安徽省
201006,13477.24,29.0,3668.12,61.7,1053.99,25.8,安徽省
201007,14174.39,30.7,4282.93,74.2,1232.37,19.1,安徽省
201008,14720.12,29.6,4747.14,66.8,1539.33,30.1,安徽省
201009,15407.59,29.2,5385.39,62.9,1693.14,29.4,安徽省
201010,16059.7203,28.3,6005.6769,57.4,1849.4853,20.6,安徽省
201011,16706.1057,29.1,6587.2184,57.6,2032.6267,17.7,安徽省
201012,17541.9005,23.8,7317.5998,37.7,3020.5658,5.6,安徽省
201101,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201102,10880.3994,14.6,1467.9437,34.4,393.5799,44.1,安徽省
201103,12980.1814,46.7,2181.2129,41.5,498.0007,46.4,安徽省
201104,14350.5605,38.9,3067.5992,43.8,632.3579,15.2,安徽省
201105,15561.293,23.4,3965.0585,31.6,760.9911,-2.0,安徽省
201106,16715.8299,24.0,5074.3419,38.3,1042.263,-1.1,安徽省
201107,17402.5901,22.8,5606.3806,30.9,1282.5324,4.1,安徽省
201108,18141.4806,23.2,6220.6603,31.0,1476.7458,-4.1,安徽省
201109,19063.2736,23.7,6951.8342,29.1,1753.3054,3.6,安徽省
201110,19871.2843,23.7,7607.1704,26.7,1977.2099,6.9,安徽省
201111,20294.6642,21.5,7970.6374,21.0,2217.6055,9.1,安徽省
201112,20744.0732,17.7,8308.1661,13.0,3063.869,1.2,安徽省
201201,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201202,16881.4891,55.2,1488.6262,1.4,481.0626,22.2,安徽省
201203,17601.1743,35.6,2234.7924,2.5,762.9456,53.2,安徽省
201204,18202.7422,26.8,2722.6541,-11.2,968.9072,53.2,安徽省
201205,19353.3247,24.4,3356.507,-15.3,1142.346,50.1,安徽省
201206,20184.4135,20.8,3846.4024,-24.2,1469.0438,40.9,安徽省
201207,20688.2477,18.9,4236.0548,-24.4,1698.6638,32.4,安徽省
201208,22237.5484,22.6,5473.4936,-12.0,1971.992,33.5,安徽省
201209,22660.3984,18.9,5949.1605,-14.4,2171.2704,23.8,安徽省
201210,23123.812,16.4,6413.6076,-15.7,2334.582,18.1,安徽省
201211,24191.9085,19.2,7356.9773,-7.7,2762.9332,24.6,安徽省
201212,24836.0596,19.5,7874.2199,-9.1,3965.3918,9.3,安徽省
201301,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201302,20262.4665,20.0,1550.5379,4.2,698.1988,45.1,安徽省
201303,21034.4446,19.5,2130.7731,-4.7,978.0318,28.2,安徽省
201304,22301.6625,22.5,3085.5459,13.3,1160.2123,19.7,安徽省
201305,23202.8652,19.9,3784.6799,12.8,1423.9255,24.6,安徽省
201306,24717.5793,22.5,4833.7541,25.7,1856.0455,26.3,安徽省
