月份,商业营业用房施工面积_累计值,商业营业用房施工面积_累计增长,商业营业用房新开工施工面积_累计值,商业营业用房新开工施工面积_累计增长,商业营业用房竣工面积_累计值,商业营业用房竣工面积_累计增长,地区
200912,1820.75,19.2,696.21,15.4,366.61,31.0,安徽省
201001,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201002,1224.07,65.6,122.74,14.4,48.12,43.8,安徽省
201003,1133.32,7.0,177.13,-4.6,48.06,-20.6,安徽省
201004,1356.4,17.2,268.69,17.2,85.09,26.9,安徽省
201005,1581.8,29.0,348.39,33.5,100.7,30.8,安徽省
201006,1747.69,33.4,466.36,55.2,128.57,31.5,安徽省
201007,1859.43,37.4,590.86,81.7,148.56,25.7,安徽省
201008,1948.93,35.2,672.91,79.9,207.47,37.3,安徽省
201009,2029.05,33.1,742.29,64.9,224.12,39.8,安徽省
201010,2105.1172,31.7,809.2008,58.9,244.0284,24.2,安徽省
201011,2156.6827,29.5,853.15,53.5,272.9449,30.8,安徽省
201012,2300.2091,26.3,958.3592,37.7,430.6839,17.5,安徽省
201101,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201102,1487.8738,21.6,229.543,87.0,44.7827,-6.9,安徽省
201103,1756.1902,55.0,309.627,74.8,61.3802,27.7,安徽省
201104,1937.5223,42.8,459.4483,71.0,77.6299,-8.8,安徽省
201105,2100.1946,32.8,570.0175,63.6,88.6316,-12.0,安徽省
201106,2266.687,29.7,695.4041,49.1,172.6193,34.3,安徽省
201107,2344.878,26.1,760.6388,28.7,195.7899,31.8,安徽省
201108,2444.4168,25.4,841.7661,25.1,225.9555,8.9,安徽省
201109,2541.7492,25.3,942.432,27.0,250.314,11.7,安徽省
201110,2645.6605,25.7,1027.3203,27.0,292.5217,19.9,安徽省
201111,2687.4722,24.6,1064.5423,24.8,325.2981,19.2,安徽省
201112,2790.0171,20.9,1125.7529,16.5,464.2236,8.1,安徽省
201201,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201202,2299.7592,54.6,251.2273,9.4,78.6278,75.6,安徽省
201203,2469.6528,40.6,417.0611,34.7,118.3845,92.9,安徽省
201204,2553.5086,31.8,471.0068,2.5,138.8313,78.8,安徽省
201205,2776.9965,32.2,605.2245,6.2,190.1667,114.6,安徽省
201206,2987.9531,31.8,726.849,4.5,235.9966,36.7,安徽省
201207,3084.1042,31.5,779.4575,2.5,256.5442,31.0,安徽省
201208,3387.3695,38.6,1036.8626,23.2,297.3549,31.6,安徽省
201209,3480.3185,36.9,1132.3792,20.2,339.7713,35.7,安徽省
201210,3534.8782,33.6,1189.3549,15.8,360.3992,23.2,安徽省
201211,3701.8521,37.7,1327.9556,24.7,436.5195,34.2,安徽省
201212,3840.0941,36.0,1440.5472,26.5,577.1938,11.3,安徽省
201301,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201302,3199.9428,39.1,261.2436,4.0,126.5268,60.9,安徽省
201303,3305.7475,33.9,330.5637,-20.7,170.2311,43.8,安徽省
201304,3468.506,35.8,465.3886,-1.2,219.9113,58.4,安徽省
201305,3606.3915,29.9,556.8976,-8.0,236.1516,24.2,安徽省
201306,3840.9115,28.5,710.5312,-2.2,286.8453,21.5,安徽省
201307,3900.0197,26.5,824.4334,5.8,310.7273,21.1,安徽省
201308,4149.8389,22.5,1013.6751,-2.2,331.3374,11.4,安徽省
201309,4287.8636,23.2,1137.3394,0.4,363.1717,6.9,安徽省
201310,4424.7036,25.2,1260.3461,6.0,419.0722,16.3,安徽省
201311,4711.069,27.3,1524.4971,14.8,478.9519,9.7,安徽省
201312,4787.7116,24.7,1624.774,12.8,698.8218,21.1,安徽省
201401,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201402,3932.46,22.9,236.8527,-9.3,153.2774,21.1,安徽省
201403,4023.5409,21.7,292.701,-11.5,209.8113,23.3,安徽省
201404,4253.4432,22.6,481.716,3.5,268.4103,22.1,安徽省
201405,4462.4855,23.7,666.9252,19.8,324.1397,37.3,安徽省
201406,4726.6958,23.1,870.7095,22.5,366.1468,27.6,安徽省
201407,4917.502,26.1,1043.2229,26.5,409.3245,31.7,安徽省
201408,5200.0833,25.3,1221.0381,20.5,454.3478,37.1,安徽省
201409,5416.0686,26.3,1244.8514,9.5,523.7668,44.2,安徽省
201410,5617.366,27.0,1420.1487,12.7,573.0348,36.7,安徽省
201411,5765.1468,22.4,1529.0428,0.3,638.4923,33.3,安徽省
201412,5963.2457,24.6,1738.1959,7.0,834.6289,19.4,安徽省
201501,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201502,4786.0977,21.7,146.8099,-38.0,126.7306,-17.3,安徽省
201503,4943.8553,22.9,262.2619,-10.4,194.9212,-7.1,安徽省
201504,5104.0472,20.0,359.6676,-25.3,282.121,5.1,安徽省
201505,5234.3085,17.3,497.7928,-25.4,320.1512,-1.2,安徽省
201506,5414.5394,14.6,657.7923,-24.5,355.2107,-3.0,安徽省
201507,5549.6091,12.9,779.3444,-25.3,410.64,0.3,安徽省
201508,5662.2557,8.9,890.7845,-27.0,446.2518,-1.8,安徽省
201509,5919.0629,9.3,1106.1568,-11.1,517.4842,-1.2,安徽省
201510,6138.4059,9.3,1228.9724,-13.5,595.2754,3.9,安徽省
201511,6253.3404,8.5,1337.3347,-12.5,665.7216,4.3,安徽省
201512,6364.1142,6.7,1457.5801,-16.1,856.8001,2.7,安徽省
201601,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201602,5391.8365,12.7,182.9226,24.6,138.5717,9.3,安徽省
201603,5494.5147,11.1,286.9653,9.4,170.676,-12.4,安徽省
201604,5623.5216,10.2,414.9406,15.4,195.1269,-30.8,安徽省
201605,5838.5419,11.5,611.8371,22.9,232.0155,-27.5,安徽省
201606,6003.4815,10.9,756.8812,15.1,282.0352,-20.6,安徽省
201607,6101.3043,9.9,858.9342,10.2,306.3529,-25.4,安徽省
201608,6239.8149,10.2,991.6148,11.3,343.5788,-23.0,安徽省
201609,6306.971,6.6,1058.1844,-4.3,384.3669,-25.7,安徽省
201610,6412.0741,4.5,1158.3831,-5.7,415.3825,-30.2,安徽省
201611,6512.7433,4.1,1284.1009,-4.0,547.8711,-17.7,安徽省
201612,6696.8892,5.2,1459.8132,0.2,719.5337,-16.0,安徽省
201701,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201702,5675.9656,5.3,189.6887,3.7,155.3417,12.1,安徽省
201703,5693.7022,3.6,237.568,-17.2,221.939,30.0,安徽省
201704,5830.8319,3.7,367.3533,-11.5,272.942,39.9,安徽省
201705,5959.674,2.1,514.9086,-15.8,313.9814,35.3,安徽省
201706,6074.6427,1.2,634.9444,-16.1,332.6213,17.9,安徽省
201707,6227.2658,2.1,789.4709,-8.1,381.4225,24.5,安徽省
201708,6356.6394,1.9,918.3584,-7.4,407.9421,18.7,安徽省
201709,6441.1348,2.1,1004.5824,-5.1,439.5398,14.4,安徽省
201710,6519.851,1.7,1083.4044,-6.5,475.7506,14.5,安徽省
201711,6599.8203,1.3,1174.731,-8.5,503.302,-8.1,安徽省
201712,6694.4884,0.0,1302.5247,-10.8,638.9638,-11.2,安徽省
201801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
201802,5401.5328,-4.8,94.144,-50.4,116.9077,-24.7,安徽省
201803,5521.2831,-3.0,234.8318,-1.2,154.0552,-30.6,安徽省
201804,5587.8703,-4.2,303.8108,-17.3,174.5278,-36.1,安徽省
201805,5670.5523,-4.9,393.7145,-23.5,231.5104,-26.3,安徽省
201806,5752.3313,-5.3,471.2607,-25.8,298.9961,-10.1,安徽省
201807,5792.0495,-7.0,512.3224,-35.1,323.9068,-15.1,安徽省
201808,5867.0484,-7.7,583.5486,-36.5,343.5225,-15.8,安徽省
201809,5959.0349,-7.5,679.2276,-32.4,383.4641,-12.8,安徽省
201810,6021.1701,-7.6,740.7134,-31.6,467.7695,-1.7,安徽省
201811,6090.473,-7.7,809.0249,-31.1,535.6309,6.4,安徽省
201812,6132.898,-8.4,955.2657,-26.7,631.4961,-1.2,安徽省
200801,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200802,697.62,36.3,77.41,38.3,20.83,42.9,福建省
200803,729.71,27.9,93.33,-5.6,32.01,22.4,福建省
200804,753.17,17.7,107.27,-16.3,39.9,26.2,福建省
200805,768.95,14.1,119.56,-26.5,46.32,29.2,福建省
200806,799.97,16.7,144.13,-14.8,49.53,10.9,福建省
200807,811.84,14.3,144.42,-24.4,63.01,16.3,福建省
200808,832.21,11.0,157.34,-27.5,71.04,24.3,福建省
200809,855.21,7.9,178.19,-26.9,92.61,25.4,福建省
200810,863.18,6.8,175.61,-34.5,99.88,8.2,福建省
200811,895.96,8.6,184.7,-34.4,106.33,10.8,福建省
200812,934.54,9.3,207.62,-34.0,154.94,-5.1,福建省
200901,0.0,0.0,0.0,0.0,0.0,0.0,福建省
200902,708.38,1.5,28.29,-63.5,51.26,146.1,福建省
200903,751.87,3.0,44.44,-52.4,66.74,108.5,福建省
200904,782.33,3.9,55.7,-48.1,79.01,98.0,福建省
200905,823.05,7.0,82.87,-30.7,88.86,91.8,福建省
200906,860.18,7.5,101.69,-29.4,96.71,95.2,福建省
200907,891.99,9.9,115.29,-20.2,114.58,81.8,福建省
200908,909.22,9.3,131.31,-16.5,120.33,69.4,福建省
200909,935.65,9.4,156.44,-12.2,127.47,37.7,福建省
200910,955.57,10.7,177.04,0.8,139.39,39.6,福建省
200911,983.7,9.8,215.75,16.8,157.89,48.5,福建省
200912,1014.23,8.3,247.81,13.1,209.32,19.6,福建省
201001,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201002,843.83,19.1,76.11,169.1,37.75,-26.4,福建省
201003,892.23,18.7,119.13,168.0,45.65,-31.6,福建省
201004,911.98,16.6,136.4,144.9,52.03,-34.2,福建省
201005,946.6,15.0,168.98,103.9,65.37,-26.4,福建省
201006,994.92,15.7,211.9,108.4,76.39,-21.0,福建省
201007,1019.46,14.3,231.5,100.8,83.3,-27.3,福建省
201008,1087.63,19.6,283.43,115.8,89.8,-25.4,福建省
201009,1142.65,22.1,327.94,109.6,100.97,-20.8,福建省
201010,1174.0922,22.9,357.5859,102.0,107.1693,-23.1,福建省
201011,1206.6487,22.7,388.6542,80.1,119.1259,-24.5,福建省
201012,1272.6864,25.7,454.5504,83.2,165.8172,-20.8,福建省
201101,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201102,1288.9834,52.8,167.9224,120.6,28.4529,-24.6,福建省
201103,1412.9761,58.4,296.2703,148.7,49.1414,7.6,福建省
201104,1444.8453,58.4,321.7805,135.9,53.7304,3.3,福建省
201105,1522.1437,60.8,397.796,135.4,83.7922,28.2,福建省
201106,1597.8691,60.6,470.3075,121.9,89.396,17.0,福建省
201107,1638.973,60.8,512.1449,121.2,111.3657,33.7,福建省
201108,1696.1275,55.9,568.8286,100.7,121.4041,35.2,福建省
201109,1802.5789,57.8,667.5789,103.6,171.8273,70.2,福建省
201110,1849.4906,57.5,724.3884,102.6,195.237,82.2,福建省
201111,1929.5273,59.9,801.8108,106.3,212.5642,78.4,福建省
201112,1956.6844,53.6,824.5739,81.4,266.0314,60.9,福建省
201201,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201202,1713.9168,33.0,93.8492,-44.1,45.8584,61.2,福建省
201203,1821.6234,28.9,239.2109,-19.3,62.7197,27.6,福建省
201204,1843.3978,27.6,253.9897,-21.1,83.0754,54.6,福建省
201205,1920.5517,26.2,339.9929,-14.5,90.7336,8.3,福建省
201206,1985.0405,24.2,402.0028,-14.5,97.4061,9.0,福建省
201207,1984.158,21.1,398.5576,-22.2,107.6304,-3.4,福建省
201208,2021.9602,19.2,432.7609,-23.9,112.5646,-7.3,福建省
201209,2092.7401,16.1,502.0637,-24.8,135.4666,-21.2,福建省
201210,2122.2926,14.8,527.1594,-27.2,150.5635,-22.9,福建省
201211,2196.1116,13.8,596.0111,-25.7,165.5285,-22.1,福建省
201212,2246.1114,16.2,640.9553,-23.7,238.827,-16.5,福建省
201301,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201302,2028.8513,18.4,87.511,-6.8,107.837,135.2,福建省
201303,2132.4571,17.1,153.2655,-35.9,119.839,91.1,福建省
201304,2276.6505,23.5,265.3126,4.5,129.5179,55.9,福建省
201305,2376.9548,23.8,354.3745,4.2,154.3892,70.2,福建省
201306,2481.4151,25.0,458.0685,13.9,166.7696,71.2,福建省
201307,2548.1803,28.4,514.5066,29.1,190.411,76.9,福建省
201308,2623.987,29.8,577.0411,33.3,214.3377,90.4,福建省
201309,2745.6379,31.2,639.4191,27.4,240.4034,77.5,福建省
201310,2759.5488,30.0,650.4127,23.4,272.3567,80.9,福建省
201311,2973.5915,35.4,834.5994,40.0,313.4924,89.4,福建省
201312,3002.8227,33.7,888.8489,38.7,404.8481,69.5,福建省
201401,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201402,2534.3677,24.9,61.8941,-29.3,58.501,-45.8,福建省
201403,2607.9151,22.3,108.088,-29.5,89.2071,-25.6,福建省
201404,2703.6781,18.8,161.0984,-39.3,98.9412,-23.6,福建省
201405,2827.7942,19.0,287.5311,-18.9,105.2315,-31.8,福建省
201406,3008.6282,21.2,411.9233,-10.1,129.4897,-22.4,福建省
201407,3081.0879,20.9,497.1771,-3.4,134.0965,-29.6,福建省
201408,3151.8326,20.1,551.2604,-4.5,160.6122,-25.1,福建省
201409,3281.8318,19.5,660.0708,3.2,180.3435,-25.0,福建省
201410,3440.2522,24.7,744.8889,14.5,205.2169,-24.7,福建省
201411,3566.455,19.9,810.9205,-2.8,220.6465,-29.6,福建省
201412,3622.1687,20.6,863.9325,-2.8,308.5544,-23.8,福建省
201501,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201502,3224.3957,27.2,58.6959,-5.2,42.4529,-27.4,福建省
201503,3290.0279,26.2,116.2628,7.6,60.3798,-32.3,福建省
201504,3320.0304,22.8,154.3212,-4.2,68.9938,-30.3,福建省
201505,3432.4163,21.4,257.6654,-10.4,91.1845,-13.3,福建省
201506,3495.1163,16.2,311.4233,-24.4,90.921,-29.8,福建省
201507,3560.4898,15.6,383.8698,-22.8,103.6889,-22.7,福建省
201508,3614.2269,14.7,430.7532,-21.9,131.1538,-18.3,福建省
201509,3798.2885,15.7,565.0996,-14.4,174.3123,-3.3,福建省
201510,3852.7748,12.0,602.0619,-19.2,207.6489,1.2,福建省
201511,3895.3513,9.2,648.0162,-20.1,248.9751,12.8,福建省
201512,3875.0056,7.0,684.6812,-20.7,341.1566,10.6,福建省
201601,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201602,3432.4136,6.5,61.4416,4.7,60.069,41.5,福建省
201603,3412.3654,3.7,77.2705,-33.5,114.9322,90.3,福建省
201604,3465.2626,4.4,147.5633,-4.4,152.5067,121.0,福建省
201605,3532.5397,2.9,198.3059,-23.0,207.1029,127.1,福建省
201606,3584.3222,2.6,239.7781,-23.0,220.602,142.6,福建省
201607,3619.7838,1.7,272.0992,-29.1,246.0991,137.3,福建省
201608,3664.5335,1.4,315.768,-26.7,250.0131,90.6,福建省
201609,3687.46,-2.9,342.1041,-39.5,262.7329,50.7,福建省
201610,3700.7675,-3.9,359.4376,-40.3,301.0239,45.0,福建省
201611,3718.6596,-4.5,382.129,-41.0,326.2823,31.1,福建省
201612,3764.9703,-2.8,433.3035,-36.7,457.3409,34.1,福建省
201701,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201702,3179.2199,-7.4,39.1879,-36.2,56.9152,-5.3,福建省
201703,3191.6977,-6.5,62.6109,-19.0,105.0936,-8.6,福建省
201704,3242.354,-6.4,110.6826,-25.0,154.6568,1.4,福建省
201705,3269.9182,-7.4,139.4159,-29.7,176.2983,-14.9,福建省
201706,3323.8627,-7.3,190.8184,-20.4,197.2296,-10.6,福建省
201707,3366.3048,-7.0,232.8266,-14.4,206.1807,-16.2,福建省
201708,3396.4613,-7.3,265.7394,-15.8,218.2457,-12.7,福建省
201709,3434.0351,-6.9,303.4996,-11.3,237.6076,-9.6,福建省
201710,3469.5551,-6.2,339.5235,-5.5,276.2744,-8.2,福建省
201711,3458.6878,-7.0,380.7551,-0.4,287.5583,-11.9,福建省
201712,3534.9043,-6.1,432.0173,-0.3,390.3482,-14.6,福建省
201801,0.0,0.0,0.0,0.0,0.0,0.0,福建省
201802,2929.0384,-7.9,64.1421,63.7,52.5817,-7.6,福建省
201803,2962.7246,-7.2,116.0123,85.3,91.7095,-12.7,福建省
201804,3026.3936,-6.7,171.6355,55.1,115.7833,-25.1,福建省
201805,3061.8046,-6.4,205.211,47.2,138.9445,-21.2,福建省
201806,3142.2745,-5.5,263.6312,38.2,174.4358,-11.6,福建省
201807,3163.7974,-6.0,284.002,22.0,186.6625,-9.5,福建省
201808,3251.5924,-4.3,311.65,17.3,198.1295,-9.2,福建省
201809,3332.9303,-2.9,384.13,26.6,208.2389,-12.4,福建省
201810,3399.7037,-2.0,452.6082,33.3,218.382,-21.0,福建省
201811,3472.9966,0.4,520.2483,36.6,240.6323,-16.3,福建省
201812,3484.1804,-1.4,557.0757,28.9,374.5577,-4.0,福建省
200801,0.0,0.0,0.0,0.0,0.0,0.0,江西省
200802,287.11,40.9,39.12,55.0,6.73,10.5,江西省
200803,331.94,31.2,59.96,50.3,14.68,-35.9,江西省
200804,368.46,24.1,76.72,13.4,17.28,-48.3,江西省
200805,405.87,30.2,97.01,25.3,23.94,-16.3,江西省
200806,431.73,28.6,115.62,24.5,31.57,-5.5,江西省
200807,460.99,28.8,131.41,24.1,41.59,14.1,江西省
200808,504.73,33.5,140.92,13.0,45.53,10.7,江西省
200809,522.04,27.7,151.1,4.3,51.31,3.3,江西省
200810,528.09,22.3,156.63,-3.8,53.84,-8.6,江西省
200811,541.48,18.1,168.01,-6.6,59.73,-16.6,江西省
200812,593.81,5.0,200.74,-15.8,115.3,-12.0,江西省
200901,0.0,0.0,0.0,0.0,0.0,0.0,江西省
200902,310.33,8.1,41.51,6.1,14.06,108.8,江西省
200903,364.64,9.9,59.05,-1.5,29.54,101.2,江西省
200904,396.26,7.5,67.04,-12.6,41.57,140.5,江西省
200905,430.06,6.0,80.71,-16.8,50.63,111.5,江西省
200906,459.08,6.3,94.15,-18.6,63.97,102.6,江西省
200907,480.61,4.3,107.05,-18.5,70.27,69.0,江西省
200908,524.9,4.0,125.17,-11.2,81.44,78.9,江西省
200909,549.93,5.3,140.78,-6.8,100.85,96.6,江西省
200910,581.61,10.1,158.79,1.4,108.32,101.2,江西省
200911,603.66,11.5,198.9,18.4,116.36,94.8,江西省
200912,655.09,2.7,232.8,6.7,159.94,-7.1,江西省
201001,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201002,434.81,40.1,39.66,-4.4,21.49,52.8,江西省
201003,514.23,41.0,68.7,16.3,45.89,55.4,江西省
201004,548.18,38.3,89.94,34.2,57.04,37.2,江西省
201005,568.55,32.2,106.07,31.4,63.57,25.5,江西省
201006,608.38,32.5,142.34,51.2,70.47,10.2,江西省
201007,633.63,31.8,156.08,45.8,76.55,8.9,江西省
201008,655.32,24.8,180.4,44.1,88.37,8.5,江西省
201009,668.17,21.5,187.7,33.3,101.67,0.8,江西省
201010,686.3172,18.0,206.7016,30.2,108.6897,0.3,江西省
201011,705.9538,16.9,225.8971,13.6,118.9835,2.3,江西省
201012,734.0913,12.1,250.1321,7.4,173.9742,8.8,江西省
201101,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201102,524.3356,20.6,72.4764,82.7,16.3213,-24.0,江西省
201103,583.3594,13.4,116.976,70.3,43.7093,-4.8,江西省
201104,638.023,16.4,150.2316,67.0,58.0156,1.7,江西省
201105,661.9409,16.4,168.563,58.9,72.1531,13.5,江西省
201106,691.8464,13.7,193.6631,36.1,80.5714,14.3,江西省
201107,719.5685,13.6,215.1752,37.9,91.151,19.1,江西省
201108,759.8182,15.9,243.6292,35.0,100.9753,14.3,江西省
201109,776.6668,16.2,259.5997,38.3,105.4493,3.7,江西省
201110,807.2629,17.6,292.8101,41.7,122.9189,13.1,江西省
201111,842.4117,19.3,323.2852,43.1,146.1919,22.9,江西省
201112,869.5788,18.5,365.4346,46.1,200.0363,15.0,江西省
201201,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201202,854.2372,62.9,237.9153,228.3,41.2615,152.8,江西省
201203,884.6632,51.6,257.2063,119.9,70.0122,60.2,江西省
201204,903.0393,41.5,263.8845,75.7,79.9123,37.7,江西省
201205,936.9982,41.6,287.2408,70.4,83.0352,15.1,江西省
201206,978.1168,41.4,326.4414,68.6,88.2374,9.5,江西省
201207,992.2615,37.9,337.6213,56.9,100.3576,10.1,江西省
201208,1035.1768,36.2,370.6935,52.2,115.412,14.3,江西省
201209,1063.4297,36.9,381.6966,47.0,122.6008,16.3,江西省
201210,1089.1543,34.9,403.092,37.7,140.543,14.3,江西省
201211,1153.4827,36.9,452.3744,39.9,166.7479,14.1,江西省
201212,1188.9365,34.3,480.4201,22.7,205.5924,-4.6,江西省
201301,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201302,946.9184,10.8,84.9763,-64.3,80.5207,95.1,江西省
201303,982.384,11.0,106.2577,-58.7,98.2882,40.4,江西省
201304,1015.867,12.5,127.5783,-51.7,109.3448,36.8,江西省
201305,1108.8642,18.3,197.3276,-31.3,122.4141,47.4,江西省
201306,1140.2749,16.6,221.0242,-32.3,132.3605,50.0,江西省
201307,1170.3413,17.9,247.3305,-26.7,140.6253,40.1,江西省
201308,1199.3629,15.9,275.7568,-25.6,151.9318,31.6,江西省
201309,1240.2363,16.6,307.2212,-19.5,161.1161,31.4,江西省
201310,1258.2224,15.5,330.1909,-18.1,177.9947,26.6,江西省
201311,1332.4078,15.5,398.7215,-11.9,192.3727,15.4,江西省
201312,1515.3604,27.5,529.5691,10.2,260.1599,26.5,江西省
201401,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201402,1167.8781,23.3,44.9411,-47.1,40.4375,-49.8,江西省
201403,1213.8122,23.6,70.8205,-33.4,46.3586,-52.8,江西省
201404,1255.0389,23.5,102.0611,-20.0,85.5259,-21.8,江西省
201405,1289.1898,16.3,126.5375,-35.9,131.7468,7.6,江西省
201406,1386.184,21.6,183.9635,-16.8,142.5284,7.7,江西省
201407,1472.3681,25.8,229.1528,-7.3,152.4475,8.4,江西省
201408,1502.7008,25.3,271.2685,-1.6,163.6926,7.7,江西省
201409,1613.7883,30.1,331.1211,7.8,186.855,16.0,江西省
201410,1651.9106,31.3,368.5181,11.6,200.9393,12.9,江西省
201411,1705.6602,28.0,416.8289,4.5,211.2529,9.8,江西省
201412,1707.3356,12.7,438.4781,-17.2,249.4671,-4.1,江西省
201501,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201502,1439.4203,23.3,94.0579,109.3,22.6224,-44.1,江西省
201503,1461.0351,20.4,107.6875,52.1,42.419,-8.5,江西省
201504,1561.1485,24.4,201.0264,97.0,70.246,-17.9,江西省
201505,1645.0952,27.6,280.1847,121.4,82.2976,-37.5,江西省
201506,1787.1257,28.9,341.2502,85.5,103.6452,-27.3,江西省
201507,1840.4814,25.0,377.2108,64.6,109.8378,-28.0,江西省
201508,1928.0927,28.3,445.0504,64.1,121.5629,-25.7,江西省
201509,2043.4111,26.6,518.41,56.6,141.4463,-24.3,江西省
201510,2097.6455,27.0,563.4958,52.9,172.1488,-14.3,江西省
201511,2146.8631,25.9,610.0131,46.3,181.1786,-14.2,江西省
201512,2193.8201,28.5,663.2695,51.3,239.6953,-3.9,江西省
201601,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201602,1838.2363,27.7,60.8416,-35.3,29.6631,31.1,江西省
201603,1845.6038,26.3,81.7913,-24.0,38.5261,-9.2,江西省
201604,1909.7511,22.3,125.3282,-37.7,47.3283,-32.6,江西省
201605,1987.4802,20.8,202.9017,-27.6,56.036,-31.9,江西省
201606,2064.6184,15.5,278.2399,-18.5,64.5757,-37.7,江西省
201607,2112.6673,14.8,326.5615,-13.4,73.4004,-33.2,江西省
201608,2152.1575,11.6,366.0516,-17.8,83.8951,-31.0,江西省
201609,2208.4974,8.1,420.7706,-18.8,92.4057,-34.7,江西省
201610,2264.6796,8.0,476.7044,-15.4,97.747,-43.2,江西省
201611,2306.8235,7.5,516.9534,-15.3,129.594,-28.5,江西省
201612,2368.5284,8.0,576.3928,-13.1,165.8045,-30.8,江西省
201701,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201702,2150.2377,17.0,60.5809,-0.4,41.0617,38.4,江西省
201703,2221.0397,20.3,139.6658,70.8,54.7492,42.1,江西省
201704,2256.955,18.2,177.4791,41.6,58.9276,24.5,江西省
201705,2305.533,16.0,226.0339,11.4,62.5295,11.6,江西省
201706,2424.9805,17.5,340.4305,22.4,89.9982,39.4,江西省
201707,2540.7732,20.3,420.2529,28.7,102.8224,40.1,江西省
201708,2594.7015,20.6,481.676,31.6,120.853,44.1,江西省
201709,2657.2662,20.3,541.7474,28.8,164.3037,77.8,江西省
201710,2719.0818,20.1,602.7576,26.4,172.4126,76.4,江西省
201711,2772.0188,20.2,663.841,28.4,227.5951,75.6,江西省
201712,2775.3479,17.2,704.6884,22.3,287.8778,73.6,江西省
201801,0.0,0.0,0.0,0.0,0.0,0.0,江西省
201802,2357.3542,9.6,85.7742,41.6,70.9897,72.9,江西省
201803,2399.4881,8.0,122.9384,-12.0,77.1987,41.0,江西省
201804,2449.6234,8.5,191.8824,8.1,94.7746,60.8,江西省
201805,2545.6014,10.4,277.7209,22.9,103.0021,64.7,江西省
201806,2608.8695,7.6,327.5925,-3.8,170.1289,89.0,江西省
201807,2684.0348,5.6,402.0641,-4.3,170.0053,65.3,江西省
201808,2708.8332,4.4,427.0047,-11.4,193.6742,60.3,江西省
201809,2816.2059,6.0,528.8101,-2.4,220.0052,33.9,江西省
201810,2861.5027,5.2,574.1069,-4.8,230.1993,33.5,江西省
201811,2919.7319,5.3,631.5154,-4.9,262.1994,15.2,江西省
201812,2921.6562,5.3,711.5322,1.0,303.6873,5.5,江西省
200801,0.0,0.0,0.0,0.0,0.0,0.0,山东省
200802,797.21,56.8,79.72,31.4,21.94,53.5,山东省
200803,1186.69,33.9,162.22,23.8,32.55,-69.7,山东省
200804,1311.07,22.3,229.97,-15.7,36.52,-70.3,山东省
200805,1393.09,23.4,276.0,-9.2,56.75,-59.0,山东省
200806,1461.63,15.5,317.16,-9.6,79.59,-50.5,山东省
200807,1476.48,9.9,346.18,-11.9,111.99,-38.2,山东省
200808,1516.88,7.9,368.52,-17.1,103.66,-48.3,山东省
200809,1548.02,6.0,393.47,-19.7,120.76,-43.3,山东省
200810,1595.93,7.3,426.8,-17.6,144.89,-34.8,山东省
200811,1627.66,7.1,454.68,-15.1,162.05,-37.2,山东省
200812,1854.48,15.5,609.47,-3.5,270.49,-21.9,山东省
200901,0.0,0.0,0.0,0.0,0.0,0.0,山东省
200902,783.18,-1.8,107.24,34.5,34.78,58.5,山东省
200903,1196.63,0.8,213.58,31.7,63.94,96.4,山东省
200904,1414.69,7.9,271.84,18.2,86.27,136.2,山东省
200905,1632.01,17.2,335.62,21.6,92.79,63.5,山东省
200906,1755.05,20.1,405.0,27.7,120.21,51.0,山东省
200907,1900.83,28.7,482.15,39.3,156.8,40.0,山东省
200908,2004.01,32.1,538.12,46.0,183.9,77.4,山东省
200909,2061.27,33.2,572.43,45.5,214.82,77.9,山东省
200910,2205.43,38.2,662.4,55.2,227.72,57.2,山东省
200911,2316.31,42.3,821.66,80.7,264.7,63.3,山东省
200912,2427.31,9.4,875.73,18.2,420.3,7.4,山东省
201001,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201002,1434.69,15.1,136.73,27.5,57.99,66.7,山东省
